tiempo,variable_filtrada
0.65,-20.73
0.65,-20.37
0.66,-19.92
0.66,-19.34
0.66,-18.61
0.66,-17.75
0.66,-16.81
0.66,-15.85
0.66,-14.87
0.66,-13.84
0.66,-12.70
0.66,-11.41
0.67,-9.95
0.67,-8.37
0.67,-6.72
0.67,-5.05
0.67,-3.36
0.67,-1.63
0.67,0.18
0.67,2.05
0.67,3.88
0.67,5.50
0.68,6.71
0.68,7.39
0.68,7.53
0.68,7.27
0.68,6.89
0.68,6.70
0.68,6.94
0.68,7.69
0.68,8.88
0.68,10.32
0.69,11.78
0.69,13.11
0.69,14.31
0.69,15.52
0.69,16.98
0.69,18.90
0.69,21.43
0.69,24.51
0.69,27.97
0.69,31.50
0.69,34.82
0.70,37.68
0.70,39.95
0.70,41.57
0.70,42.60
0.70,43.10
0.70,43.18
0.70,42.93
0.70,42.49
0.70,42.00
0.70,41.61
0.71,41.45
0.71,41.54
0.71,41.84
0.71,42.27
0.71,42.72
0.71,43.14
0.71,43.55
0.71,43.99
0.71,44.48
0.71,44.98
0.72,45.36
0.72,45.40
0.72,44.91
0.72,43.79
0.72,42.07
0.72,39.93
0.72,37.66
0.72,35.54
0.72,33.75
0.72,32.33
0.73,31.18
0.73,30.05
0.73,28.70
0.73,26.88
0.73,24.50
0.73,21.51
0.73,18.00
0.73,14.05
0.73,9.79
0.73,5.30
0.74,0.67
0.74,-4.01
0.74,-8.63
0.74,-13.09
0.74,-17.29
0.74,-21.20
0.74,-24.81
0.74,-28.13
0.74,-31.18
0.74,-33.93
0.75,-36.34
0.75,-38.34
0.75,-39.93
0.75,-41.17
0.75,-42.19
0.75,-43.13
0.75,-44.13
0.75,-45.21
0.75,-46.34
0.76,-47.41
0.76,-48.32
0.76,-48.99
0.76,-49.45
0.76,-49.75
0.76,-50.00
0.76,-50.25
0.76,-50.54
0.76,-50.85
0.76,-51.19
0.77,-51.54
0.77,-51.95
0.77,-52.42
0.77,-52.96
0.77,-53.51
0.77,-53.94
0.77,-54.07
0.77,-53.76
0.77,-52.91
0.77,-51.58
0.78,-49.97
0.78,-48.38
0.78,-47.14
0.78,-46.48
0.78,-46.50
0.78,-47.13
0.78,-48.19
0.78,-49.42
0.78,-50.62
0.78,-51.64
0.79,-52.43
0.79,-52.96
0.79,-53.18
0.79,-53.05
0.79,-52.46
0.79,-51.39
0.79,-49.91
0.79,-48.23
0.79,-46.68
0.79,-45.68
0.80,-45.59
0.80,-46.68
0.80,-49.03
0.80,-52.52
0.80,-56.84
0.80,-61.51
0.80,-65.99
0.80,-69.79
0.80,-72.56
0.80,-74.15
0.81,-74.64
0.81,-74.29
0.81,-73.39
0.81,-72.12
0.81,-70.47
0.81,-68.18
0.81,-64.75
0.81,-59.62
0.81,-52.31
0.81,-42.56
0.81,-30.39
0.82,-16.01
0.82,0.29
0.82,18.38
0.82,38.28
0.82,60.24
0.82,84.61
0.82,111.60
0.82,141.17
0.82,172.94
0.82,206.20
0.83,240.08
0.83,273.80
0.83,306.79
0.83,338.76
0.83,369.68
0.83,399.48
0.83,427.89
0.83,454.22
0.83,477.37
0.83,495.99
0.84,508.72
0.84,514.37
0.84,512.08
0.84,501.37
0.84,482.15
0.84,454.78
0.84,420.16
0.84,379.79
0.84,335.72
0.84,290.37
0.85,246.20
0.85,205.30
0.85,169.08
0.85,138.04
0.85,111.81
0.85,89.44
0.85,69.74
0.85,51.64
0.85,34.43
0.85,17.81
0.86,1.84
0.86,-13.23
0.86,-27.14
0.86,-39.72
0.86,-50.85
0.86,-60.47
0.86,-68.56
0.86,-75.11
0.86,-80.18
0.86,-83.93
0.87,-86.62
0.87,-88.60
0.87,-90.19
0.87,-91.68
0.87,-93.21
0.87,-94.83
0.87,-96.47
0.87,-98.03
0.87,-99.43
0.88,-100.60
0.88,-101.52
0.88,-102.16
0.88,-102.52
0.88,-102.58
0.88,-102.35
0.88,-101.86
0.88,-101.22
0.88,-100.54
0.88,-99.96
0.89,-99.53
0.89,-99.27
0.89,-99.09
0.89,-98.85
0.89,-98.39
0.89,-97.57
0.89,-96.33
0.89,-94.68
0.89,-92.68
0.89,-90.46
0.90,-88.19
0.90,-86.04
0.90,-84.15
0.90,-82.62
0.90,-81.49
0.90,-80.74
0.90,-80.31
0.90,-80.08
0.90,-79.90
0.90,-79.61
0.91,-79.04
0.91,-78.10
0.91,-76.77
0.91,-75.15
0.91,-73.41
0.91,-71.75
0.91,-70.32
0.91,-69.18
0.91,-68.30
0.91,-67.59
0.92,-66.96
0.92,-66.34
0.92,-65.75
0.92,-65.18
0.92,-64.63
0.92,-64.04
0.92,-63.29
0.92,-62.25
0.92,-60.81
0.92,-58.93
0.93,-56.66
0.93,-54.16
0.93,-51.61
0.93,-49.22
0.93,-47.14
0.93,-45.47
0.93,-44.25
0.93,-43.43
0.93,-42.92
0.93,-42.58
0.94,-42.27
0.94,-41.82
0.94,-41.14
0.94,-40.17
0.94,-38.92
0.94,-37.43
0.94,-35.82
0.94,-34.16
0.94,-32.55
0.94,-31.03
0.94,-29.57
0.95,-28.14
0.95,-26.70
0.95,-25.22
0.95,-23.75
0.95,-22.35
0.95,-21.09
0.95,-20.00
0.95,-19.06
0.95,-18.16
0.95,-17.19
0.96,-16.05
0.96,-14.73
0.96,-13.29
0.96,-11.85
0.96,-10.50
0.96,-9.28
0.96,-8.18
0.96,-7.11
0.96,-6.01
0.96,-4.85
0.97,-3.65
0.97,-2.48
0.97,-1.37
0.97,-0.32
0.97,0.77
0.97,2.03
0.97,3.61
0.97,5.61
0.97,8.01
0.97,10.74
0.98,13.62
0.98,16.51
0.98,19.28
0.98,21.89
0.98,24.35
0.98,26.68
0.98,28.90
0.98,30.96
0.98,32.81
0.98,34.41
0.99,35.77
0.99,36.95
0.99,38.07
0.99,39.22
0.99,40.44
0.99,41.70
0.99,42.94
0.99,44.08
0.99,45.13
0.99,46.18
1.00,47.40
1.00,48.93
1.00,50.85
1.00,53.11
1.00,55.57
1.00,58.05
1.00,60.42
1.00,62.65
1.00,64.82
1.00,67.07
1.01,69.53
1.01,72.24
1.01,75.14
1.01,78.06
1.01,80.82
1.01,83.22
1.01,85.18
1.01,86.70
1.01,87.91
1.01,88.98
1.02,90.09
1.02,91.39
1.02,92.95
1.02,94.79
1.02,96.87
1.02,99.15
1.02,101.52
1.02,103.87
1.02,106.03
1.02,107.86
1.03,109.23
1.03,110.10
1.03,110.52
1.03,110.64
1.03,110.62
1.03,110.63
1.03,110.77
1.03,111.04
1.03,111.36
1.03,111.60
1.04,111.64
1.04,111.42
1.04,110.92
1.04,110.19
1.04,109.30
1.04,108.31
1.04,107.25
1.04,106.10
1.04,104.82
1.04,103.33
1.05,101.54
1.05,99.38
1.05,96.77
1.05,93.70
1.05,90.14
1.05,86.16
1.05,81.85
1.05,77.39
1.05,72.95
1.05,68.70
1.06,64.71
1.06,60.92
1.06,57.19
1.06,53.31
1.06,49.06
1.06,44.33
1.06,39.10
1.06,33.46
1.06,27.56
1.06,21.54
1.07,15.49
1.07,9.44
1.07,3.38
1.07,-2.72
1.07,-8.87
1.07,-15.03
1.07,-21.10
1.07,-27.01
1.07,-32.70
1.07,-38.19
1.08,-43.58
1.08,-49.01
1.08,-54.63
1.08,-60.54
1.08,-66.74
1.08,-73.14
1.08,-79.59
1.08,-85.91
1.08,-91.94
1.08,-97.53
1.09,-102.57
1.09,-106.98
1.09,-110.70
1.09,-113.74
1.09,-116.19
1.09,-118.18
1.09,-119.90
1.09,-121.50
1.09,-123.08
1.09,-124.65
1.10,-126.23
1.10,-127.78
1.10,-129.34
1.10,-130.96
1.10,-132.70
1.10,-134.63
1.10,-136.72
1.10,-138.88
1.10,-140.95
1.10,-142.74
1.11,-144.07
1.11,-144.86
1.11,-145.13
1.11,-144.96
1.11,-144.50
1.11,-143.83
1.11,-143.03
1.11,-142.08
1.11,-140.97
1.11,-139.70
1.12,-138.33
1.12,-136.95
1.12,-135.70
1.12,-134.67
1.12,-133.92
1.12,-133.42
1.12,-133.09
1.12,-132.79
1.12,-132.41
1.12,-131.86
1.13,-131.14
1.13,-130.25
1.13,-129.23
1.13,-128.07
1.13,-126.75
1.13,-125.23
1.13,-123.46
1.13,-121.48
1.13,-119.35
1.14,-117.16
1.14,-115.03
1.14,-113.02
1.14,-111.14
1.14,-109.39
1.14,-107.74
1.14,-106.19
1.14,-104.77
1.14,-103.52
1.14,-102.45
1.15,-101.54
1.15,-100.71
1.15,-99.86
1.15,-98.88
1.15,-97.72
1.15,-96.41
1.15,-94.98
1.15,-93.51
1.15,-92.07
1.15,-90.68
1.16,-89.37
1.16,-88.12
1.16,-86.94
1.16,-85.84
1.16,-84.84
1.16,-83.93
1.16,-83.07
1.16,-82.18
1.16,-81.15
1.16,-79.88
1.17,-78.33
1.17,-76.56
1.17,-74.76
1.17,-73.15
1.17,-71.94
1.17,-71.22
1.17,-70.89
1.17,-70.75
1.17,-70.49
1.17,-69.84
1.18,-68.63
1.18,-66.89
1.18,-64.76
1.18,-62.53
1.18,-60.52
1.18,-59.05
1.18,-58.32
1.18,-58.42
1.18,-59.22
1.18,-60.48
1.19,-61.82
1.19,-62.82
1.19,-63.11
1.19,-62.47
1.19,-60.85
1.19,-58.46
1.19,-55.63
1.19,-52.83
1.19,-50.43
1.19,-48.69
1.20,-47.64
1.20,-47.17
1.20,-47.05
1.20,-47.02
1.20,-46.90
1.20,-46.57
1.20,-46.01
1.20,-45.26
1.20,-44.38
1.20,-43.42
1.21,-42.42
1.21,-41.40
1.21,-40.37
1.21,-39.36
1.21,-38.37
1.21,-37.43
1.21,-36.52
1.21,-35.61
1.21,-34.66
1.21,-33.65
1.22,-32.58
1.22,-31.50
1.22,-30.44
1.22,-29.43
1.22,-28.48
1.22,-27.51
1.22,-26.46
1.22,-25.24
1.22,-23.86
1.22,-22.40
1.23,-21.02
1.23,-19.88
1.23,-19.09
1.23,-18.63
1.23,-18.39
1.23,-18.19
1.23,-17.85
1.23,-17.24
1.23,-16.36
1.23,-15.28
1.24,-14.11
1.24,-12.96
1.24,-11.89
1.24,-10.90
1.24,-9.98
1.24,-9.05
1.24,-8.08
1.24,-7.02
1.24,-5.83
1.24,-4.47
1.25,-2.94
1.25,-1.28
1.25,0.41
1.25,2.03
1.25,3.44
1.25,4.58
1.25,5.46
1.25,6.16
1.25,6.81
1.25,7.53
1.25,8.38
1.26,9.34
1.26,10.29
1.26,11.11
1.26,11.67
1.26,11.94
1.26,11.97
1.26,11.88
1.26,11.80
1.26,11.85
1.26,12.13
1.27,12.66
1.27,13.42
1.27,14.40
1.27,15.59
1.27,17.06
1.27,18.89
1.27,21.19
1.27,23.98
1.27,27.18
1.27,30.61
1.28,34.01
1.28,37.08
1.28,39.56
1.28,41.28
1.28,42.17
1.28,42.29
1.28,41.80
1.28,40.95
1.28,39.98
1.28,39.12
1.29,38.53
1.29,38.29
1.29,38.38
1.29,38.70
1.29,39.09
1.29,39.39
1.29,39.52
1.29,39.48
1.29,39.35
1.29,39.28
1.30,39.39
1.30,39.72
1.30,40.21
1.30,40.66
1.30,40.83
1.30,40.49
1.30,39.48
1.30,37.81
1.30,35.59
1.30,33.05
1.31,30.47
1.31,28.04
1.31,25.86
1.31,23.91
1.31,22.08
1.31,20.19
1.31,18.06
1.31,15.53
1.31,12.47
1.31,8.81
1.32,4.56
1.32,-0.18
1.32,-5.24
1.32,-10.38
1.32,-15.32
1.32,-19.79
1.32,-23.58
1.32,-26.62
1.32,-28.97
1.32,-30.80
1.33,-32.34
1.33,-33.77
1.33,-35.20
1.33,-36.64
1.33,-38.00
1.33,-39.20
1.33,-40.19
1.33,-40.99
1.33,-41.69
1.33,-42.40
1.34,-43.17
1.34,-43.96
1.34,-44.68
1.34,-45.15
1.34,-45.28
1.34,-45.07
1.34,-44.64
1.34,-44.24
1.34,-44.14
1.34,-44.53
1.35,-45.49
1.35,-46.92
1.35,-48.63
1.35,-50.34
1.35,-51.81
1.35,-52.87
1.35,-53.41
1.35,-53.38
1.35,-52.80
1.35,-51.70
1.36,-50.15
1.36,-48.26
1.36,-46.19
1.36,-44.11
1.36,-42.23
1.36,-40.74
1.36,-39.83
1.36,-39.62
1.36,-40.13
1.36,-41.25
1.37,-42.75
1.37,-44.29
1.37,-45.55
1.37,-46.25
1.37,-46.24
1.37,-45.56
1.37,-44.42
1.37,-43.13
1.37,-42.08
1.38,-41.65
1.38,-42.14
1.38,-43.74
1.38,-46.47
1.38,-50.20
1.38,-54.63
1.38,-59.35
1.38,-63.90
1.38,-67.79
1.38,-70.64
1.39,-72.19
1.39,-72.35
1.39,-71.20
1.39,-68.89
1.39,-65.61
1.39,-61.44
1.39,-56.31
1.39,-50.02
1.39,-42.27
1.39,-32.77
1.40,-21.37
1.40,-8.02
1.40,7.19
1.40,24.10
1.40,42.65
1.40,62.87
1.40,84.92
1.40,108.96
1.40,135.09
1.40,163.24
1.41,193.08
1.41,224.13
1.41,255.82
1.41,287.65
1.41,319.28
1.41,350.51
1.41,381.18
1.41,411.01
1.41,439.41
1.41,465.42
1.42,487.79
1.42,505.18
1.42,516.35
1.42,520.36
1.42,516.59
1.42,504.77
1.42,484.96
1.42,457.59
1.42,423.54
1.42,384.10
1.43,341.04
1.43,296.46
1.43,252.61
1.43,211.61
1.43,175.07
1.43,143.91
1.43,118.23
1.43,97.36
1.43,80.11
1.43,65.08
1.44,50.99
1.44,36.95
1.44,22.57
1.44,7.90
1.44,-6.68
1.44,-20.70
1.44,-33.75
1.44,-45.60
1.44,-56.14
1.44,-65.35
1.45,-73.23
1.45,-79.78
1.45,-85.01
1.45,-89.02
1.45,-92.04
1.45,-94.41
1.45,-96.48
1.45,-98.52
1.45,-100.63
1.45,-102.76
1.46,-104.70
1.46,-106.20
1.46,-107.06
1.46,-107.23
1.46,-106.75
1.46,-105.76
1.46,-104.44
1.46,-102.96
1.46,-101.47
1.46,-100.11
1.47,-98.96
1.47,-98.05
1.47,-97.34
1.47,-96.70
1.47,-95.96
1.47,-94.93
1.47,-93.46
1.47,-91.51
1.47,-89.21
1.47,-86.76
1.48,-84.46
1.48,-82.56
1.48,-81.23
1.48,-80.49
1.48,-80.23
1.48,-80.26
1.48,-80.34
1.48,-80.23
1.48,-79.75
1.48,-78.76
1.49,-77.24
1.49,-75.20
1.49,-72.71
1.49,-69.85
1.49,-66.73
1.49,-63.46
1.49,-60.18
1.49,-57.01
1.49,-54.07
1.49,-51.44
1.50,-49.15
1.50,-47.20
1.50,-45.58
1.50,-44.28
1.50,-43.31
1.50,-42.64
1.50,-42.22
1.50,-41.97
1.50,-41.71
1.50,-41.26
1.50,-40.43
1.51,-39.11
1.51,-37.33
1.51,-35.24
1.51,-33.07
1.51,-31.12
1.51,-29.59
1.51,-28.64
1.51,-28.26
1.51,-28.33
1.51,-28.63
1.52,-28.93
1.52,-28.98
1.52,-28.65
1.52,-27.85
1.52,-26.60
1.52,-24.95
1.52,-23.03
1.52,-20.97
1.52,-18.97
1.52,-17.19
1.53,-15.76
1.53,-14.71
1.53,-13.96
1.53,-13.39
1.53,-12.80
1.53,-12.08
1.53,-11.17
1.53,-10.09
1.53,-8.90
1.53,-7.67
1.54,-6.40
1.54,-5.03
1.54,-3.48
1.54,-1.69
1.54,0.36
1.54,2.56
1.54,4.77
1.54,6.83
1.54,8.64
1.54,10.16
1.55,11.46
1.55,12.63
1.55,13.76
1.55,14.90
1.55,16.05
1.55,17.20
1.55,18.33
1.55,19.48
1.55,20.66
1.55,21.92
1.56,23.28
1.56,24.71
1.56,26.17
1.56,27.66
1.56,29.16
1.56,30.71
1.56,32.37
1.56,34.18
1.56,36.18
1.56,38.33
1.57,40.55
1.57,42.76
1.57,44.88
1.57,46.87
1.57,48.74
1.57,50.56
1.57,52.40
1.57,54.30
1.57,56.26
1.57,58.29
1.58,60.35
1.58,62.44
1.58,64.60
1.58,66.92
1.58,69.49
1.58,72.39
1.58,75.65
1.58,79.22
1.58,82.99
1.58,86.73
1.59,90.22
1.59,93.27
1.59,95.75
1.59,97.69
1.59,99.24
1.59,100.66
1.59,102.19
1.59,104.03
1.59,106.22
1.59,108.60
1.60,110.88
1.60,112.71
1.60,113.78
1.60,113.98
1.60,113.39
1.60,112.30
1.60,111.16
1.60,110.42
1.60,110.47
1.60,111.49
1.61,113.43
1.61,116.05
1.61,118.92
1.61,121.55
1.61,123.53
1.61,124.57
1.61,124.62
1.61,123.78
1.61,122.35
1.61,120.63
1.62,118.94
1.62,117.47
1.62,116.27
1.62,115.32
1.62,114.53
1.62,113.84
1.62,113.16
1.62,112.46
1.62,111.65
1.62,110.64
1.63,109.30
1.63,107.50
1.63,105.19
1.63,102.42
1.63,99.36
1.63,96.22
1.63,93.19
1.63,90.34
