tiempo,variable_filtrada
0.21,12.96
0.21,14.16
0.21,15.44
0.21,16.62
0.21,17.58
0.21,18.24
0.21,18.55
0.21,18.57
0.22,18.35
0.22,17.96
0.22,17.46
0.22,16.89
0.22,16.27
0.22,15.61
0.22,14.92
0.22,14.22
0.22,13.58
0.23,13.07
0.23,12.78
0.23,12.78
0.23,13.10
0.23,13.70
0.23,14.47
0.23,15.27
0.23,15.92
0.23,16.29
0.23,16.31
0.23,15.96
0.24,15.29
0.24,14.38
0.24,13.29
0.24,12.09
0.24,10.82
0.24,9.51
0.24,8.18
0.24,6.83
0.24,5.50
0.24,4.20
0.25,2.95
0.25,1.76
0.25,0.61
0.25,-0.54
0.25,-1.71
0.25,-2.94
0.25,-4.21
0.25,-5.49
0.25,-6.67
0.26,-7.69
0.26,-8.44
0.26,-8.91
0.26,-9.10
0.26,-9.10
0.26,-9.02
0.26,-9.03
0.26,-9.25
0.26,-9.77
0.26,-10.58
0.27,-11.56
0.27,-12.48
0.27,-13.11
0.27,-13.25
0.27,-12.81
0.27,-11.85
0.27,-10.57
0.27,-9.22
0.27,-8.04
0.27,-7.17
0.28,-6.63
0.28,-6.34
0.28,-6.10
0.28,-5.73
0.28,-5.07
0.28,-4.04
0.28,-2.70
0.28,-1.19
0.28,0.31
0.28,1.67
0.28,2.82
0.29,3.81
0.29,4.71
0.29,5.60
0.29,6.49
0.29,7.33
0.29,8.00
0.29,8.39
0.29,8.40
0.29,8.00
0.29,7.20
0.30,6.09
0.30,4.79
0.30,3.43
0.30,2.14
0.30,1.03
0.30,0.14
0.30,-0.55
0.30,-1.10
0.30,-1.64
0.30,-2.28
0.31,-3.14
0.31,-4.27
0.31,-5.69
0.31,-7.32
0.31,-9.04
0.31,-10.73
0.31,-12.23
0.31,-13.39
0.31,-14.14
0.32,-14.41
0.32,-14.23
0.32,-13.65
0.32,-12.75
0.32,-11.61
0.32,-10.25
0.32,-8.66
0.32,-6.75
0.32,-4.37
0.32,-1.36
0.33,2.44
0.33,7.15
0.33,12.85
0.33,19.50
0.33,27.01
0.33,35.24
0.33,44.04
0.33,53.27
0.33,62.83
0.33,72.64
0.34,82.60
0.34,92.57
0.34,102.42
0.34,111.98
0.34,121.12
0.34,129.76
0.34,137.78
0.34,145.03
0.34,151.18
0.34,155.73
0.34,158.04
0.35,157.50
0.35,153.72
0.35,146.73
0.35,137.03
0.35,125.45
0.35,112.97
0.35,100.40
0.35,88.25
0.35,76.64
0.35,65.31
0.36,53.87
0.36,41.89
0.36,29.17
0.36,15.78
0.36,2.10
0.36,-11.27
0.36,-23.60
0.36,-34.23
0.36,-42.72
0.36,-48.93
0.37,-53.04
0.37,-55.47
0.37,-56.77
0.37,-57.44
0.37,-57.83
0.37,-58.07
0.37,-58.12
0.37,-57.80
0.37,-56.90
0.38,-55.30
0.38,-53.00
0.38,-50.11
0.38,-46.89
0.38,-43.58
0.38,-40.43
0.38,-37.55
0.38,-34.92
0.38,-32.41
0.38,-29.81
0.39,-26.94
0.39,-23.69
0.39,-20.12
0.39,-16.40
0.39,-12.83
0.39,-9.71
0.39,-7.31
0.39,-5.72
0.39,-4.90
0.39,-4.65
0.40,-4.72
0.40,-4.87
0.40,-4.96
0.40,-4.93
0.40,-4.81
0.40,-4.68
0.40,-4.61
0.40,-4.65
0.40,-4.78
0.40,-4.94
0.41,-5.05
0.41,-5.03
0.41,-4.83
0.41,-4.46
0.41,-3.97
0.41,-3.50
0.41,-3.20
0.41,-3.19
0.41,-3.57
0.41,-4.31
0.41,-5.32
0.42,-6.44
0.42,-7.47
0.42,-8.22
0.42,-8.60
0.42,-8.56
0.42,-8.18
0.42,-7.56
0.42,-6.86
0.42,-6.17
0.42,-5.55
0.43,-5.01
0.43,-4.54
0.43,-4.11
0.43,-3.69
0.43,-3.28
0.43,-2.87
0.43,-2.48
0.43,-2.12
0.43,-1.79
0.43,-1.51
0.44,-1.28
0.44,-1.09
0.44,-0.94
0.44,-0.79
0.44,-0.60
0.44,-0.28
0.44,0.23
0.44,1.02
0.44,2.11
0.45,3.48
0.45,5.05
0.45,6.72
0.45,8.34
0.45,9.75
0.45,10.83
0.45,11.50
0.45,11.74
0.45,11.57
0.45,11.07
0.46,10.34
0.46,9.52
0.46,8.74
0.46,8.19
0.46,8.00
0.46,8.27
0.46,8.99
0.46,9.99
0.46,11.02
0.46,11.78
0.47,12.01
0.47,11.65
0.47,10.81
0.47,9.77
0.47,8.91
0.47,8.58
0.47,8.99
0.47,10.14
0.47,11.82
0.47,13.69
0.47,15.36
0.48,16.51
0.48,16.99
0.48,16.79
0.48,16.08
0.48,15.11
0.48,14.13
0.48,13.33
0.48,12.80
0.48,12.50
0.48,12.34
0.49,12.21
0.49,12.04
0.49,11.81
0.49,11.56
0.49,11.35
0.49,11.24
0.49,11.29
0.49,11.52
0.49,11.93
0.49,12.54
0.50,13.33
0.50,14.30
0.50,15.43
0.50,16.69
0.50,18.06
0.50,19.49
0.50,20.94
0.50,22.34
0.50,23.66
0.51,24.86
0.51,25.94
0.51,26.92
0.51,27.88
0.51,28.88
0.51,30.00
0.51,31.28
0.51,32.72
0.51,34.25
0.51,35.77
0.52,37.15
0.52,38.27
0.52,39.08
0.52,39.56
0.52,39.74
0.52,39.66
0.52,39.37
0.52,38.93
0.52,38.42
0.52,37.94
0.53,37.62
0.53,37.59
0.53,37.93
0.53,38.67
0.53,39.79
0.53,41.20
0.53,42.78
0.53,44.39
0.53,45.92
0.53,47.26
0.54,48.34
0.54,49.17
0.54,49.77
0.54,50.22
0.54,50.58
0.54,50.91
0.54,51.19
0.54,51.39
0.54,51.43
0.54,51.24
0.55,50.79
0.55,50.07
0.55,49.16
0.55,48.13
0.55,47.12
0.55,46.25
0.55,45.61
0.55,45.27
0.55,45.22
0.55,45.41
0.56,45.74
0.56,46.09
0.56,46.35
0.56,46.46
0.56,46.41
0.56,46.19
0.56,45.82
0.56,45.29
0.56,44.61
0.56,43.79
0.56,42.83
0.57,41.76
0.57,40.59
0.57,39.33
0.57,37.92
0.57,36.29
0.57,34.37
0.57,32.09
0.57,29.44
0.57,26.49
0.57,23.40
0.58,20.35
0.58,17.55
0.58,15.13
0.58,13.15
0.58,11.55
0.58,10.16
0.58,8.76
0.58,7.16
0.58,5.19
0.58,2.83
0.59,0.16
0.59,-2.65
0.59,-5.40
0.59,-7.95
0.59,-10.25
0.59,-12.39
0.59,-14.51
0.59,-16.81
0.59,-19.45
0.59,-22.45
0.60,-25.77
0.60,-29.24
0.60,-32.62
0.60,-35.70
0.60,-38.30
0.60,-40.31
0.60,-41.73
0.60,-42.64
0.60,-43.14
0.60,-43.41
0.61,-43.59
0.61,-43.80
0.61,-44.13
0.61,-44.59
0.61,-45.16
0.61,-45.76
0.61,-46.31
0.61,-46.72
0.61,-46.93
0.61,-46.94
0.62,-46.79
0.62,-46.53
0.62,-46.24
0.62,-45.99
0.62,-45.85
0.62,-45.87
0.62,-46.12
0.62,-46.62
0.62,-47.37
0.62,-48.29
0.63,-49.27
0.63,-50.17
0.63,-50.82
0.63,-51.12
0.63,-51.04
0.63,-50.61
0.63,-49.88
0.63,-48.94
0.63,-47.84
0.64,-46.66
0.64,-45.46
0.64,-44.32
0.64,-43.36
0.64,-42.70
0.64,-42.43
0.64,-42.58
0.64,-43.09
0.64,-43.86
0.64,-44.74
0.65,-45.58
0.65,-46.27
0.65,-46.73
0.65,-46.93
0.65,-46.90
0.65,-46.68
0.65,-46.31
0.65,-45.86
0.65,-45.38
0.65,-44.92
0.66,-44.53
0.66,-44.21
0.66,-43.96
0.66,-43.70
0.66,-43.35
0.66,-42.84
0.66,-42.12
0.66,-41.26
0.66,-40.38
0.66,-39.64
0.67,-39.22
0.67,-39.23
0.67,-39.64
0.67,-40.33
0.67,-41.07
0.67,-41.60
0.67,-41.74
0.67,-41.38
0.67,-40.56
0.67,-39.39
0.68,-38.01
0.68,-36.54
0.68,-35.09
0.68,-33.70
0.68,-32.37
0.68,-31.09
0.68,-29.85
0.68,-28.67
0.68,-27.56
0.68,-26.61
0.69,-25.92
0.69,-25.58
0.69,-25.67
0.69,-26.15
0.69,-26.92
0.69,-27.78
0.69,-28.49
0.69,-28.88
0.69,-28.84
0.69,-28.37
0.69,-27.57
0.70,-26.62
0.70,-25.68
0.70,-24.89
0.70,-24.31
0.70,-23.93
0.70,-23.70
0.70,-23.55
0.70,-23.45
0.70,-23.38
0.70,-23.36
0.71,-23.39
0.71,-23.44
0.71,-23.42
0.71,-23.24
0.71,-22.78
0.71,-22.04
0.71,-21.08
0.71,-20.06
0.71,-19.20
0.71,-18.67
0.72,-18.57
0.72,-18.85
0.72,-19.37
0.72,-19.92
0.72,-20.32
0.72,-20.44
0.72,-20.26
0.72,-19.82
0.72,-19.20
0.72,-18.50
0.73,-17.82
0.73,-17.20
0.73,-16.70
0.73,-16.34
0.73,-16.13
0.73,-16.11
0.73,-16.27
0.73,-16.59
0.73,-17.01
0.73,-17.46
0.74,-17.86
0.74,-18.11
0.74,-18.19
0.74,-18.12
0.74,-17.95
0.74,-17.80
0.74,-17.75
0.74,-17.87
0.74,-18.18
0.74,-18.64
0.75,-19.13
0.75,-19.52
0.75,-19.63
0.75,-19.34
0.75,-18.58
0.75,-17.36
0.75,-15.76
0.75,-13.93
0.75,-12.01
0.76,-10.14
0.76,-8.41
0.76,-6.85
0.76,-5.47
0.76,-4.28
0.76,-3.29
0.76,-2.54
0.76,-2.07
0.76,-1.90
0.76,-2.00
0.77,-2.29
0.77,-2.64
0.77,-2.88
0.77,-2.88
0.77,-2.55
0.77,-1.89
0.77,-1.00
0.77,-0.03
0.77,0.83
0.77,1.41
0.78,1.60
0.78,1.33
0.78,0.66
0.78,-0.30
0.78,-1.37
0.78,-2.36
0.78,-3.08
0.78,-3.43
0.78,-3.36
0.78,-2.92
0.79,-2.24
0.79,-1.51
0.79,-0.92
0.79,-0.65
0.79,-0.80
0.79,-1.37
0.79,-2.28
0.79,-3.34
0.79,-4.36
0.79,-5.14
0.80,-5.55
0.80,-5.56
0.80,-5.22
0.80,-4.65
0.80,-3.98
0.80,-3.30
0.80,-2.66
0.80,-2.06
0.80,-1.53
0.80,-1.10
0.81,-0.88
0.81,-0.97
0.81,-1.45
0.81,-2.35
0.81,-3.54
0.81,-4.84
0.81,-5.98
0.81,-6.73
0.81,-6.99
0.81,-6.80
0.81,-6.30
0.82,-5.75
0.82,-5.33
0.82,-5.17
0.82,-5.22
0.82,-5.39
0.82,-5.52
0.82,-5.49
0.82,-5.28
0.82,-4.93
0.82,-4.55
0.83,-4.29
0.83,-4.27
0.83,-4.61
0.83,-5.31
0.83,-6.32
0.83,-7.48
0.83,-8.59
0.83,-9.43
0.83,-9.82
0.83,-9.71
0.84,-9.13
0.84,-8.23
0.84,-7.22
0.84,-6.29
0.84,-5.62
0.84,-5.28
0.84,-5.26
0.84,-5.49
0.84,-5.84
0.84,-6.19
0.85,-6.43
0.85,-6.51
0.85,-6.39
0.85,-6.11
0.85,-5.70
0.85,-5.26
0.85,-4.89
0.85,-4.67
0.85,-4.66
0.85,-4.87
0.86,-5.24
0.86,-5.65
0.86,-5.93
0.86,-5.93
0.86,-5.58
0.86,-4.91
0.86,-4.06
0.86,-3.25
0.86,-2.73
0.86,-2.70
0.87,-3.24
0.87,-4.32
0.87,-5.81
0.87,-7.54
0.87,-9.30
0.87,-10.92
0.87,-12.23
0.87,-13.06
0.87,-13.25
0.88,-12.65
0.88,-11.17
0.88,-8.86
0.88,-5.87
0.88,-2.49
0.88,0.94
0.88,4.04
0.88,6.50
0.88,8.13
0.88,8.86
0.89,8.81
0.89,8.17
0.89,7.23
0.89,6.29
0.89,5.57
0.89,5.19
0.89,5.15
0.89,5.32
0.89,5.55
0.89,5.64
0.90,5.46
0.90,4.96
0.90,4.20
0.90,3.31
0.90,2.46
0.90,1.83
0.90,1.52
0.90,1.59
0.90,1.98
0.90,2.57
0.91,3.18
0.91,3.64
0.91,3.83
0.91,3.71
0.91,3.34
0.91,2.82
0.91,2.28
0.91,1.83
0.91,1.50
0.91,1.30
0.92,1.17
0.92,1.10
0.92,1.08
0.92,1.13
0.92,1.28
0.92,1.53
0.92,1.86
0.92,2.23
0.92,2.54
0.92,2.71
0.93,2.70
0.93,2.49
0.93,2.09
0.93,1.58
0.93,0.99
0.93,0.39
0.93,-0.20
0.93,-0.80
0.93,-1.41
0.93,-2.08
0.94,-2.79
0.94,-3.54
0.94,-4.26
0.94,-4.89
0.94,-5.32
0.94,-5.51
0.94,-5.41
0.94,-5.04
0.94,-4.43
0.94,-3.62
0.94,-2.70
0.95,-1.73
0.95,-0.78
0.95,0.05
0.95,0.66
0.95,0.98
0.95,0.96
0.95,0.59
0.95,-0.07
0.95,-0.92
0.95,-1.85
0.96,-2.78
0.96,-3.64
0.96,-4.37
0.96,-4.94
0.96,-5.30
0.96,-5.44
0.96,-5.36
0.96,-5.09
0.96,-4.76
0.96,-4.47
0.97,-4.38
0.97,-4.56
0.97,-5.03
0.97,-5.72
0.97,-6.48
0.97,-7.12
0.97,-7.50
0.97,-7.50
0.97,-7.12
0.97,-6.42
0.98,-5.54
0.98,-4.64
0.98,-3.89
0.98,-3.35
0.98,-3.03
0.98,-2.82
0.98,-2.52
0.98,-1.94
0.98,-0.89
0.98,0.70
0.99,2.80
0.99,5.24
0.99,7.76
0.99,10.07
0.99,11.91
0.99,13.12
0.99,13.67
0.99,13.64
0.99,13.19
0.99,12.46
1.00,11.60
1.00,10.68
1.00,9.75
1.00,8.89
1.00,8.18
1.00,7.73
1.00,7.63
1.00,7.88
1.00,8.38
1.00,8.93
1.01,9.33
1.01,9.38
1.01,8.98
1.01,8.19
1.01,7.13
1.01,6.02
1.01,5.09
1.01,4.49
1.01,4.32
1.01,4.53
1.02,5.00
1.02,5.56
1.02,6.00
1.02,6.19
1.02,6.07
1.02,5.69
1.02,5.14
1.02,4.60
1.02,4.21
1.02,4.12
1.03,4.37
1.03,4.98
1.03,5.84
1.03,6.83
1.03,7.81
1.03,8.65
1.03,9.27
1.03,9.66
1.03,9.86
1.03,9.92
1.04,9.90
1.04,9.81
1.04,9.68
1.04,9.49
1.04,9.30
1.04,9.19
1.04,9.27
1.04,9.65
1.04,10.38
1.04,11.40
1.05,12.53
1.05,13.54
1.05,14.21
1.05,14.37
1.05,14.01
1.05,13.25
1.05,12.33
1.05,11.46
1.05,10.84
1.05,10.51
1.06,10.35
1.06,10.18
1.06,9.74
1.06,8.86
1.06,7.47
1.06,5.65
1.06,3.55
1.06,1.41
1.06,-0.55
1.06,-2.12
1.07,-3.16
1.07,-3.62
1.07,-3.53
1.07,-3.01
1.07,-2.26
1.07,-1.53
1.07,-1.00
1.07,-0.83
1.07,-1.07
1.07,-1.67
1.08,-2.54
1.08,-3.57
1.08,-4.65
1.08,-5.68
1.08,-6.58
1.08,-7.24
1.08,-7.57
1.08,-7.45
1.08,-6.86
1.08,-5.82
1.09,-4.47
1.09,-3.04
1.09,-1.79
1.09,-0.96
1.09,-0.69
1.09,-1.02
1.09,-1.84
1.09,-2.97
1.09,-4.21
1.09,-5.37
1.10,-6.34
1.10,-7.09
1.10,-7.63
1.10,-8.03
1.10,-8.31
1.10,-8.51
1.10,-8.63
1.10,-8.69
1.10,-8.71
1.10,-8.69
1.11,-8.65
1.11,-8.56
1.11,-8.37
1.11,-8.02
1.11,-7.44
1.11,-6.62
1.11,-5.59
1.11,-4.44
1.11,-3.34
1.11,-2.43
1.12,-1.81
1.12,-1.54
1.12,-1.57
1.12,-1.83
1.12,-2.25
1.12,-2.77
1.12,-3.41
1.12,-4.20
1.12,-5.15
1.12,-6.26
1.13,-7.47
1.13,-8.69
1.13,-9.83
1.13,-10.88
1.13,-11.84
1.13,-12.74
1.13,-13.64
1.13,-14.52
1.13,-15.33
1.14,-15.99
1.14,-16.40
1.14,-16.48
1.14,-16.21
1.14,-15.59
1.14,-14.60
1.14,-13.15
1.14,-11.09
1.14,-8.19
1.14,-4.20
1.15,1.04
1.15,7.63
1.15,15.48
1.15,24.44
1.15,34.24
1.15,44.62
1.15,55.34
1.15,66.23
1.15,77.18
1.15,88.11
1.16,98.98
1.16,109.75
1.16,120.39
1.16,130.82
1.16,140.96
1.16,150.63
1.16,159.49
1.16,166.98
1.16,172.36
1.16,174.83
1.17,173.69
1.17,168.63
1.17,159.89
1.17,148.23
1.17,134.82
1.17,120.89
1.17,107.47
1.17,95.09
1.17,83.80
1.17,73.17
1.18,62.57
1.18,51.33
1.18,38.98
1.18,25.38
1.18,10.74
1.18,-4.41
1.18,-19.30
1.18,-33.12
1.18,-45.10
1.18,-54.70
1.19,-61.64
1.19,-65.99
1.19,-68.06
1.19,-68.38
1.19,-67.55
1.19,-66.12
1.19,-64.50
1.19,-62.92
1.19,-61.38
1.19,-59.75
1.20,-57.86
1.20,-55.54
1.20,-52.75
1.20,-49.57
1.20,-46.16
1.20,-42.73
1.20,-39.49
1.20,-36.58
1.20,-34.10
1.20,-32.08
1.21,-30.51
1.21,-29.36
1.21,-28.53
1.21,-27.96
1.21,-27.52
1.21,-27.12
1.21,-26.65
1.21,-26.05
1.21,-25.28
1.21,-24.34
1.22,-23.27
1.22,-22.12
1.22,-20.97
1.22,-19.84
1.22,-18.76
1.22,-17.74
1.22,-16.78
1.22,-15.85
1.22,-14.97
1.22,-14.13
1.23,-13.32
1.23,-12.56
1.23,-11.83
1.23,-11.09
1.23,-10.29
1.23,-9.39
1.23,-8.32
1.23,-7.05
1.23,-5.61
1.23,-4.09
1.24,-2.65
1.24,-1.50
1.24,-0.83
1.24,-0.75
1.24,-1.26
1.24,-2.21
1.24,-3.36
1.24,-4.41
1.24,-5.13
1.24,-5.34
1.25,-5.05
1.25,-4.40
1.25,-3.65
1.25,-3.13
1.25,-3.11
1.25,-3.73
1.25,-4.95
1.25,-6.55
1.25,-8.19
1.25,-9.49
1.25,-10.16
1.26,-10.02
1.26,-9.09
1.26,-7.51
1.26,-5.52
1.26,-3.42
1.26,-1.44
1.26,0.26
1.26,1.61
1.26,2.64
1.26,3.44
1.27,4.09
1.27,4.70
1.27,5.27
1.27,5.79
1.27,6.17
1.27,6.36
1.27,6.33
1.27,6.14
1.27,5.90
1.27,5.77
1.28,5.88
1.28,6.27
1.28,6.91
1.28,7.65
1.28,8.34
1.28,8.84
1.28,9.06
1.28,9.03
1.28,8.87
1.28,8.69
1.29,8.60
1.29,8.65
1.29,8.78
1.29,8.92
1.29,8.95
1.29,8.82
1.29,8.53
1.29,8.17
1.29,7.83
1.29,7.64
1.30,7.66
1.30,7.93
1.30,8.44
1.30,9.16
1.30,10.07
1.30,11.13
1.30,12.31
1.30,13.55
1.30,14.78
1.30,15.89
1.31,16.81
1.31,17.46
1.31,17.83
1.31,17.98
1.31,17.99
1.31,17.96
1.31,17.98
1.31,18.09
1.31,18.30
1.31,18.62
1.32,19.02
1.32,19.50
1.32,20.04
1.32,20.61
1.32,21.14
1.32,21.56
1.32,21.80
1.32,21.81
1.32,21.58
1.32,21.19
1.33,20.73
1.33,20.36
1.33,20.26
1.33,20.55
1.33,21.35
1.33,22.66
1.33,24.40
1.33,26.39
1.33,28.41
1.33,30.17
1.34,31.44
1.34,32.10
1.34,32.18
1.34,31.85
1.34,31.42
1.34,31.27
1.34,31.74
1.34,33.01
1.34,35.09
1.34,37.76
1.35,40.63
1.35,43.24
1.35,45.19
1.35,46.23
1.35,46.35
1.35,45.74
1.35,44.77
1.35,43.85
1.35,43.32
1.35,43.39
1.36,44.10
1.36,45.33
1.36,46.88
1.36,48.51
1.36,50.01
1.36,51.23
1.36,52.09
1.36,52.61
1.36,52.83
1.36,52.84
1.37,52.73
1.37,52.61
1.37,52.53
1.37,52.51
1.37,52.53
1.37,52.54
1.37,52.46
1.37,52.26
1.37,51.91
1.38,51.45
1.38,50.94
1.38,50.44
1.38,50.00
1.38,49.62
1.38,49.26
1.38,48.87
1.38,48.41
1.38,47.85
1.38,47.20
1.39,46.45
1.39,45.62
1.39,44.70
1.39,43.63
1.39,42.37
1.39,40.85
1.39,39.04
1.39,36.95
1.39,34.67
1.39,32.29
1.40,29.91
1.40,27.60
1.40,25.35
1.40,23.12
1.40,20.84
1.40,18.45
1.40,15.96
1.40,13.37
1.40,10.75
1.40,8.12
1.41,5.52
1.41,2.95
1.41,0.40
1.41,-2.13
1.41,-4.65
1.41,-7.15
1.41,-9.66
1.41,-12.22
1.41,-14.87
1.41,-17.64
1.42,-20.54
1.42,-23.49
1.42,-26.36
1.42,-28.99
1.42,-31.19
1.42,-32.89
1.42,-34.08
1.42,-34.91
1.42,-35.62
1.42,-36.48
1.43,-37.69
1.43,-39.34
1.43,-41.33
1.43,-43.47
1.43,-45.52
1.43,-47.23
1.43,-48.44
1.43,-49.10
1.43,-49.25
1.43,-49.01
1.44,-48.55
1.44,-48.05
1.44,-47.65
1.44,-47.46
1.44,-47.55
1.44,-47.94
1.44,-48.61
1.44,-49.47
1.44,-50.39
1.44,-51.19
1.45,-51.68
1.45,-51.72
1.45,-51.24
1.45,-50.31
1.45,-49.11
1.45,-47.91
1.45,-47.00
1.45,-46.60
1.45,-46.84
1.45,-47.72
1.46,-49.11
1.46,-50.78
1.46,-52.45
1.46,-53.86
1.46,-54.79
1.46,-55.08
1.46,-54.69
1.46,-53.67
1.46,-52.15
1.46,-50.34
1.47,-48.46
1.47,-46.70
1.47,-45.24
1.47,-44.15
1.47,-43.41
1.47,-42.96
1.47,-42.66
1.47,-42.39
1.47,-42.05
1.47,-41.58
1.48,-40.96
1.48,-40.23
1.48,-39.48
1.48,-38.81
1.48,-38.33
1.48,-38.15
1.48,-38.30
1.48,-38.79
1.48,-39.55
1.48,-40.47
1.49,-41.42
1.49,-42.23
1.49,-42.80
1.49,-43.03
1.49,-42.91
1.49,-42.45
1.49,-41.74
1.49,-40.92
1.49,-40.11
1.49,-39.46
1.50,-39.04
1.50,-38.86
1.50,-38.85
1.50,-38.83
1.50,-38.60
1.50,-37.94
1.50,-36.73
1.50,-34.93
1.50,-32.61
1.50,-29.96
1.50,-27.19
1.51,-24.53
1.51,-22.19
1.51,-20.34
1.51,-19.09
1.51,-18.46
1.51,-18.41
1.51,-18.84
1.51,-19.58
1.51,-20.42
1.51,-21.14
1.52,-21.53
1.52,-21.48
1.52,-20.94
1.52,-20.02
1.52,-18.88
1.52,-17.78
1.52,-16.94
1.52,-16.52
1.52,-16.55
1.52,-16.93
1.53,-17.47
1.53,-17.96
1.53,-18.22
1.53,-18.18
1.53,-17.88
1.53,-17.43
1.53,-16.97
1.53,-16.61
1.53,-16.40
1.53,-16.30
1.54,-16.21
1.54,-16.03
1.54,-15.69
1.54,-15.13
1.54,-14.38
1.54,-13.50
1.54,-12.59
1.54,-11.74
1.54,-11.06
1.54,-10.63
1.55,-10.53
1.55,-10.75
1.55,-11.25
1.55,-11.92
1.55,-12.64
1.55,-13.27
1.55,-13.72
1.55,-13.94
1.55,-13.93
1.55,-13.77
1.56,-13.53
1.56,-13.31
1.56,-13.17
1.56,-13.17
1.56,-13.32
1.56,-13.64
1.56,-14.09
1.56,-14.61
1.56,-15.09
1.56,-15.37
1.57,-15.29
1.57,-14.74
1.57,-13.66
1.57,-12.16
1.57,-10.46
1.57,-8.83
1.57,-7.56
1.57,-6.79
1.57,-6.54
1.57,-6.69
1.58,-7.03
1.58,-7.34
1.58,-7.51
1.58,-7.47
1.58,-7.24
1.58,-6.89
1.58,-6.47
1.58,-6.03
1.58,-5.60
1.58,-5.18
1.59,-4.80
1.59,-4.47
1.59,-4.20
1.59,-4.00
1.59,-3.90
1.59,-3.88
1.59,-3.94
1.59,-4.04
1.59,-4.17
1.59,-4.29
1.60,-4.41
1.60,-4.56
1.60,-4.76
1.60,-5.05
1.60,-5.41
1.60,-5.77
1.60,-6.05
1.60,-6.16
1.60,-6.06
1.60,-5.78
1.61,-5.43
1.61,-5.12
1.61,-4.91
1.61,-4.79
1.61,-4.63
1.61,-4.27
1.61,-3.54
1.61,-2.39
1.61,-0.86
1.61,0.88
1.62,2.59
1.62,4.03
1.62,5.01
1.62,5.44
1.62,5.34
1.62,4.76
1.62,3.84
1.62,2.69
1.62,1.47
1.62,0.35
