tiempo,variable_filtrada
0.68,0.31
0.68,-2.44
0.68,-4.94
0.69,-7.30
0.69,-9.66
0.69,-12.15
0.69,-14.90
0.69,-18.02
0.69,-21.58
0.69,-25.60
0.69,-30.04
0.69,-34.83
0.69,-39.86
0.69,-45.02
0.70,-50.19
0.70,-55.25
0.70,-60.12
0.70,-64.73
0.70,-69.07
0.70,-73.15
0.70,-77.00
0.70,-80.69
0.70,-84.29
0.70,-87.84
0.71,-91.35
0.71,-94.72
0.71,-97.82
0.71,-100.50
0.71,-102.64
0.71,-104.22
0.71,-105.30
0.71,-105.99
0.71,-106.42
0.71,-106.69
0.72,-106.82
0.72,-106.82
0.72,-106.68
0.72,-106.42
0.72,-106.12
0.72,-105.91
0.72,-105.86
0.72,-106.00
0.72,-106.23
0.72,-106.38
0.73,-106.23
0.73,-105.58
0.73,-104.36
0.73,-102.60
0.73,-100.45
0.73,-98.09
0.73,-95.70
0.73,-93.42
0.73,-91.33
0.73,-89.47
0.74,-87.86
0.74,-86.51
0.74,-85.43
0.74,-84.61
0.74,-84.07
0.74,-83.78
0.74,-83.73
0.74,-83.95
0.74,-84.55
0.74,-85.73
0.75,-87.77
0.75,-90.96
0.75,-95.52
0.75,-101.52
0.75,-108.78
0.75,-116.91
0.75,-125.38
0.75,-133.60
0.75,-141.07
0.76,-147.48
0.76,-152.79
0.76,-157.15
0.76,-160.84
0.76,-164.09
0.76,-166.98
0.76,-169.29
0.76,-170.54
0.76,-170.13
0.76,-167.45
0.77,-162.07
0.77,-153.84
0.77,-142.87
0.77,-129.48
0.77,-114.03
0.77,-96.75
0.77,-77.68
0.77,-56.59
0.77,-33.12
0.77,-6.91
0.78,22.23
0.78,54.21
0.78,88.69
0.78,125.14
0.78,163.01
0.78,201.77
0.78,241.03
0.78,280.44
0.78,319.57
0.78,357.68
0.79,393.60
0.79,425.82
0.79,452.81
0.79,473.54
0.79,487.90
0.79,496.77
0.79,501.58
0.79,503.63
0.79,503.22
0.79,499.30
0.80,489.59
0.80,471.34
0.80,442.38
0.80,402.06
0.80,351.75
0.80,294.66
0.80,235.08
0.80,177.38
0.80,125.09
0.80,80.26
0.81,43.42
0.81,13.82
0.81,-10.03
0.81,-29.81
0.81,-46.95
0.81,-62.35
0.81,-76.36
0.81,-88.89
0.81,-99.64
0.81,-108.29
0.81,-114.72
0.82,-119.02
0.82,-121.51
0.82,-122.61
0.82,-122.80
0.82,-122.51
0.82,-122.06
0.82,-121.69
0.82,-121.51
0.82,-121.55
0.82,-121.75
0.83,-122.03
0.83,-122.26
0.83,-122.35
0.83,-122.27
0.83,-122.06
0.83,-121.83
0.83,-121.70
0.83,-121.72
0.83,-121.86
0.83,-121.99
0.84,-121.98
0.84,-121.74
0.84,-121.24
0.84,-120.52
0.84,-119.64
0.84,-118.65
0.84,-117.58
0.84,-116.39
0.84,-115.05
0.84,-113.48
0.85,-111.64
0.85,-109.47
0.85,-106.93
0.85,-104.01
0.85,-100.76
0.85,-97.32
0.85,-93.88
0.85,-90.68
0.85,-87.97
0.85,-85.89
0.86,-84.48
0.86,-83.60
0.86,-83.01
0.86,-82.37
0.86,-81.41
0.86,-79.94
0.86,-77.89
0.86,-75.33
0.86,-72.38
0.86,-69.15
0.87,-65.76
0.87,-62.27
0.87,-58.75
0.87,-55.27
0.87,-51.93
0.87,-48.88
0.87,-46.23
0.87,-44.03
0.87,-42.24
0.88,-40.69
0.88,-39.17
0.88,-37.48
0.88,-35.46
0.88,-33.07
0.88,-30.33
0.88,-27.32
0.88,-24.14
0.88,-20.92
0.88,-17.81
0.89,-14.93
0.89,-12.38
0.89,-10.21
0.89,-8.41
0.89,-6.90
0.89,-5.60
0.89,-4.38
0.89,-3.13
0.89,-1.74
0.89,-0.08
0.90,1.94
0.90,4.42
0.90,7.41
0.90,10.93
0.90,14.92
0.90,19.27
0.90,23.84
0.90,28.46
0.90,32.98
0.90,37.28
0.91,41.28
0.91,44.96
0.91,48.34
0.91,51.48
0.91,54.48
0.91,57.42
0.91,60.39
0.91,63.43
0.91,66.61
0.91,69.97
0.92,73.54
0.92,77.35
0.92,81.40
0.92,85.61
0.92,89.87
0.92,94.06
0.92,98.05
0.92,101.76
0.92,105.20
0.92,108.49
0.93,111.74
0.93,115.13
0.93,118.74
0.93,122.62
0.93,126.71
0.93,130.91
0.93,135.07
0.93,139.06
0.93,142.80
0.93,146.20
0.94,149.26
0.94,151.96
0.94,154.35
0.94,156.44
0.94,158.29
0.94,159.91
0.94,161.31
0.94,162.49
0.94,163.41
0.94,164.04
0.94,164.30
0.95,164.15
0.95,163.57
0.95,162.62
0.95,161.44
0.95,160.17
0.95,158.97
0.95,157.91
0.95,156.96
0.95,156.03
0.95,154.92
0.96,153.48
0.96,151.61
0.96,149.31
0.96,146.68
0.96,143.92
0.96,141.20
0.96,138.68
0.96,136.41
0.96,134.32
0.96,132.22
0.97,129.84
0.97,126.90
0.97,123.20
0.97,118.69
0.97,113.51
0.97,107.94
0.97,102.32
0.97,96.95
0.97,92.03
0.97,87.60
0.98,83.53
0.98,79.61
0.98,75.60
0.98,71.30
0.98,66.64
0.98,61.72
0.98,56.76
0.98,52.03
0.98,47.77
0.98,44.08
0.99,40.87
0.99,37.87
0.99,34.71
0.99,31.09
0.99,26.85
0.99,22.04
0.99,16.90
0.99,11.78
0.99,7.01
0.99,2.81
1.00,-0.75
1.00,-3.77
1.00,-6.45
1.00,-8.97
1.00,-11.50
1.00,-14.08
1.00,-16.68
1.00,-19.19
1.00,-21.50
1.00,-23.55
1.01,-25.35
1.01,-26.95
1.01,-28.50
1.01,-30.11
1.01,-31.85
1.01,-33.76
1.01,-35.79
1.01,-37.87
1.01,-39.92
1.01,-41.82
1.02,-43.50
1.02,-44.90
1.02,-46.00
1.02,-46.81
1.02,-47.38
1.02,-47.75
1.02,-48.01
1.02,-48.21
1.02,-48.40
1.02,-48.60
1.03,-48.78
1.03,-48.92
1.03,-48.99
1.03,-48.99
1.03,-48.95
1.03,-48.92
1.03,-48.94
1.03,-49.04
1.03,-49.22
1.03,-49.47
1.04,-49.77
1.04,-50.07
1.04,-50.34
1.04,-50.53
1.04,-50.66
1.04,-50.73
1.04,-50.80
1.04,-50.90
1.04,-51.06
1.04,-51.26
1.05,-51.50
1.05,-51.79
1.05,-52.13
1.05,-52.51
1.05,-52.87
1.05,-53.09
1.05,-53.07
1.05,-52.74
1.05,-52.11
1.05,-51.30
1.06,-50.47
1.06,-49.77
1.06,-49.34
1.06,-49.21
1.06,-49.40
1.06,-49.89
1.06,-50.65
1.06,-51.61
1.06,-52.72
1.06,-53.92
1.07,-55.11
1.07,-56.19
1.07,-57.03
1.07,-57.46
1.07,-57.33
1.07,-56.47
1.07,-54.80
1.07,-52.29
1.07,-49.09
1.07,-45.44
1.08,-41.68
1.08,-38.19
1.08,-35.27
1.08,-33.10
1.08,-31.67
1.08,-30.83
1.08,-30.30
1.08,-29.79
1.08,-29.08
1.08,-28.06
1.09,-26.77
1.09,-25.36
1.09,-24.01
1.09,-22.90
1.09,-22.12
1.09,-21.73
1.09,-21.69
1.09,-21.95
1.09,-22.43
1.09,-23.03
1.10,-23.64
1.10,-24.08
1.10,-24.18
1.10,-23.74
1.10,-22.63
1.10,-20.81
1.10,-18.31
1.10,-15.25
1.10,-11.75
1.10,-7.95
1.11,-3.97
1.11,0.07
1.11,4.04
1.11,7.75
1.11,11.04
1.11,13.77
1.11,15.90
1.11,17.50
1.11,18.77
1.11,19.94
1.12,21.20
1.12,22.65
1.12,24.25
1.12,25.78
1.12,26.96
1.12,27.49
1.12,27.20
1.12,26.13
1.12,24.51
1.12,22.72
1.13,21.19
1.13,20.23
1.13,20.00
1.13,20.41
1.13,21.20
1.13,22.02
1.13,22.51
1.13,22.39
1.13,21.51
1.14,19.85
1.14,17.51
1.14,14.64
1.14,11.43
1.14,8.07
1.14,4.66
1.14,1.27
1.14,-2.08
1.14,-5.41
1.14,-8.71
1.15,-11.99
1.15,-15.27
1.15,-18.64
1.15,-22.20
1.15,-26.08
1.15,-30.42
1.15,-35.24
1.15,-40.49
1.15,-46.03
1.15,-51.62
1.16,-57.03
1.16,-62.04
1.16,-66.52
1.16,-70.43
1.16,-73.81
1.16,-76.82
1.16,-79.64
1.16,-82.46
1.16,-85.43
1.16,-88.62
1.17,-92.00
1.17,-95.44
1.17,-98.77
1.17,-101.79
1.17,-104.33
1.17,-106.31
1.17,-107.73
1.17,-108.62
1.17,-109.05
1.17,-109.06
1.18,-108.64
1.18,-107.74
1.18,-106.33
1.18,-104.48
1.18,-102.33
1.18,-100.17
1.18,-98.28
1.18,-96.91
1.18,-96.13
1.18,-95.84
1.19,-95.80
1.19,-95.74
1.19,-95.42
1.19,-94.74
1.19,-93.72
1.19,-92.52
1.19,-91.28
1.19,-90.14
1.19,-89.14
1.19,-88.27
1.20,-87.50
1.20,-86.78
1.20,-86.08
1.20,-85.39
1.20,-84.68
1.20,-83.92
1.20,-83.12
1.20,-82.39
1.20,-81.95
1.20,-82.13
1.21,-83.33
1.21,-85.92
1.21,-90.14
1.21,-96.01
1.21,-103.30
1.21,-111.58
1.21,-120.30
1.21,-128.92
1.21,-137.03
1.21,-144.36
1.22,-150.84
1.22,-156.53
1.22,-161.51
1.22,-165.80
1.22,-169.36
1.22,-171.98
1.22,-173.37
1.22,-173.16
1.22,-170.98
1.22,-166.50
1.23,-159.48
1.23,-149.86
1.23,-137.69
1.23,-123.13
1.23,-106.38
1.23,-87.56
1.23,-66.66
1.23,-43.58
1.23,-18.12
1.23,9.89
1.24,40.49
1.24,73.58
1.24,108.93
1.24,146.18
1.24,184.97
1.24,224.93
1.24,265.65
1.24,306.53
1.24,346.61
1.24,384.49
1.25,418.52
1.25,447.11
1.25,469.33
1.25,485.17
1.25,495.57
1.25,501.89
1.25,505.13
1.25,505.23
1.25,500.86
1.25,489.70
1.25,469.30
1.26,438.13
1.26,396.34
1.26,345.99
1.26,290.66
1.26,234.56
1.26,181.58
1.26,134.43
1.26,94.35
1.26,61.12
1.26,33.57
1.27,10.13
1.27,-10.67
1.27,-29.84
1.27,-47.87
1.27,-64.78
1.27,-80.30
1.27,-94.06
1.27,-105.74
1.27,-115.17
1.27,-122.38
1.28,-127.58
1.28,-131.12
1.28,-133.42
1.28,-134.86
1.28,-135.76
1.28,-136.30
1.28,-136.50
1.28,-136.32
1.28,-135.66
1.28,-134.50
1.29,-132.89
1.29,-131.02
1.29,-129.12
1.29,-127.39
1.29,-125.99
1.29,-124.94
1.29,-124.14
1.29,-123.44
1.29,-122.72
1.29,-121.90
1.30,-121.02
1.30,-120.19
1.30,-119.58
1.30,-119.29
1.30,-119.37
1.30,-119.74
1.30,-120.22
1.30,-120.58
1.30,-120.55
1.30,-119.93
1.31,-118.61
1.31,-116.58
1.31,-113.97
1.31,-110.98
1.31,-107.83
1.31,-104.75
1.31,-101.88
1.31,-99.31
1.31,-97.06
1.31,-95.08
1.32,-93.30
1.32,-91.58
1.32,-89.81
1.32,-87.88
1.32,-85.74
1.32,-83.37
1.32,-80.81
1.32,-78.14
1.32,-75.41
1.32,-72.69
1.33,-69.99
1.33,-67.31
1.33,-64.65
1.33,-61.98
1.33,-59.35
1.33,-56.79
1.33,-54.37
1.33,-52.09
1.33,-49.96
1.33,-47.89
1.34,-45.79
1.34,-43.55
1.34,-41.10
1.34,-38.41
1.34,-35.50
1.34,-32.44
1.34,-29.30
1.34,-26.16
1.34,-23.07
1.34,-20.08
1.35,-17.25
1.35,-14.61
1.35,-12.21
1.35,-10.05
1.35,-8.08
1.35,-6.21
1.35,-4.30
1.35,-2.18
1.35,0.26
1.35,3.08
1.36,6.27
1.36,9.75
1.36,13.44
1.36,17.23
1.36,21.06
1.36,24.88
1.36,28.65
1.36,32.37
1.36,36.03
1.36,39.65
1.37,43.22
1.37,46.76
1.37,50.26
1.37,53.73
1.37,57.15
1.37,60.50
1.37,63.76
1.37,66.94
1.37,70.11
1.38,73.34
1.38,76.73
1.38,80.33
1.38,84.19
1.38,88.30
1.38,92.62
1.38,97.10
1.38,101.66
1.38,106.27
1.38,110.89
1.39,115.51
1.39,120.12
1.39,124.70
1.39,129.24
1.39,133.68
1.39,137.95
1.39,141.95
1.39,145.62
1.39,148.93
1.39,151.89
1.40,154.52
1.40,156.90
1.40,159.10
1.40,161.19
1.40,163.21
1.40,165.17
1.40,167.03
1.40,168.72
1.40,170.13
1.40,171.20
1.41,171.87
1.41,172.14
1.41,172.09
1.41,171.81
1.41,171.39
1.41,170.88
1.41,170.26
1.41,169.44
1.41,168.30
1.41,166.76
1.42,164.79
1.42,162.42
1.42,159.74
1.42,156.86
1.42,153.88
1.42,150.82
1.42,147.67
1.42,144.37
1.42,140.83
1.42,137.02
1.43,132.95
1.43,128.71
1.43,124.42
1.43,120.20
1.43,116.10
1.43,112.12
1.43,108.18
1.43,104.17
1.43,100.02
1.43,95.68
1.44,91.14
1.44,86.42
1.44,81.54
1.44,76.51
1.44,71.36
1.44,66.12
1.44,60.81
1.44,55.48
1.44,50.18
1.44,44.90
1.45,39.64
1.45,34.36
1.45,29.07
1.45,23.80
1.45,18.62
1.45,13.63
1.45,8.92
1.45,4.57
1.45,0.58
1.45,-3.09
1.46,-6.57
1.46,-9.96
1.46,-13.36
1.46,-16.80
1.46,-20.25
1.46,-23.63
1.46,-26.85
1.46,-29.84
1.46,-32.55
1.46,-34.96
1.47,-37.05
1.47,-38.86
1.47,-40.44
1.47,-41.86
1.47,-43.22
1.47,-44.60
1.47,-46.05
1.47,-47.58
1.47,-49.18
1.47,-50.78
1.48,-52.31
1.48,-53.71
1.48,-54.96
1.48,-56.09
1.48,-57.17
1.48,-58.31
1.48,-59.57
1.48,-60.99
1.48,-62.52
1.48,-64.05
1.49,-65.46
1.49,-66.65
1.49,-67.53
1.49,-68.13
1.49,-68.49
1.49,-68.72
1.49,-68.91
1.49,-69.13
1.49,-69.42
1.49,-69.76
1.50,-70.14
1.50,-70.53
1.50,-70.90
1.50,-71.23
1.50,-71.48
1.50,-71.64
1.50,-71.71
1.50,-71.68
1.50,-71.58
1.50,-71.41
1.50,-71.17
1.51,-70.84
1.51,-70.41
1.51,-69.84
1.51,-69.13
1.51,-68.29
1.51,-67.39
1.51,-66.52
1.51,-65.80
1.51,-65.33
1.51,-65.15
1.52,-65.25
1.52,-65.56
1.52,-65.96
1.52,-66.37
1.52,-66.71
1.52,-66.94
1.52,-67.04
1.52,-67.03
1.52,-66.91
1.52,-66.72
1.53,-66.50
1.53,-66.31
1.53,-66.19
1.53,-66.15
1.53,-66.18
1.53,-66.18
1.53,-66.03
1.53,-65.61
1.53,-64.83
1.53,-63.62
1.54,-62.05
1.54,-60.21
1.54,-58.29
1.54,-56.49
1.54,-54.97
1.54,-53.81
1.54,-52.98
1.54,-52.38
1.54,-51.83
1.54,-51.17
1.55,-50.26
1.55,-49.03
1.55,-47.46
1.55,-45.58
1.55,-43.50
1.55,-41.35
1.55,-39.31
1.55,-37.55
1.55,-36.20
1.55,-35.35
1.56,-35.04
1.56,-35.18
1.56,-35.62
1.56,-36.11
1.56,-36.37
1.56,-36.14
1.56,-35.20
1.56,-33.42
1.56,-30.78
1.56,-27.35
1.57,-23.29
1.57,-18.80
1.57,-14.09
1.57,-9.39
1.57,-4.92
1.57,-0.85
1.57,2.70
1.57,5.68
1.57,8.11
1.57,10.08
1.58,11.69
1.58,13.05
1.58,14.22
1.58,15.23
1.58,16.02
1.58,16.53
1.58,16.71
1.58,16.53
1.58,16.08
1.58,15.49
1.59,14.93
1.59,14.52
1.59,14.33
1.59,14.35
1.59,14.51
1.59,14.69
1.59,14.78
1.59,14.66
1.59,14.21
1.59,13.31
1.60,11.85
1.60,9.80
1.60,7.19
1.60,4.10
1.60,0.69
1.60,-2.91
1.60,-6.62
1.60,-10.41
1.60,-14.29
1.60,-18.24
1.61,-22.24
1.61,-26.23
1.61,-30.13
1.61,-33.89
1.61,-37.51
1.61,-41.07
1.61,-44.65
1.61,-48.32
1.61,-52.10
1.61,-55.93
1.62,-59.71
1.62,-63.31
1.62,-66.66
1.62,-69.73
1.62,-72.61
1.62,-75.42
1.62,-78.30
1.62,-81.32
1.62,-84.47
