tiempo,variable
313,489
314,489
315,491
316,492
317,496
318,498
319,502
320,507
321,512
322,516
323,518
324,519
325,517
326,515
327,514
328,511
329,510
330,509
331,508
332,510
333,509
334,510
335,509
336,506
337,507
338,505
339,503
340,499
341,497
342,499
343,500
344,499
345,497
346,496
347,496
348,497
349,499
350,502
351,503
352,507
353,505
354,504
355,503
356,501
357,501
358,499
359,497
360,496
361,495
362,497
363,496
364,495
365,494
366,493
367,493
368,493
369,491
370,489
371,487
372,487
373,485
374,483
375,479
376,476
377,474
378,471
379,469
380,470
381,473
382,479
383,485
384,492
385,499
386,503
387,511
388,518
389,526
390,536
391,547
392,559
393,571
394,585
395,600
396,614
397,629
398,641
399,652
400,663
401,671
402,679
403,686
404,689
405,688
406,678
407,666
408,648
409,633
410,618
411,603
412,591
413,579
414,566
415,553
416,540
417,529
418,512
419,495
420,477
421,462
422,451
423,443
424,437
425,432
426,429
427,428
428,425
429,424
430,425
431,426
432,428
433,428
434,430
435,433
436,435
437,440
438,443
439,447
440,451
441,454
442,457
443,457
444,459
445,459
446,459
447,462
448,463
449,466
450,468
451,470
452,473
453,474
454,474
455,474
456,474
457,475
458,473
459,473
460,473
461,472
462,473
463,474
464,477
465,478
466,480
467,483
468,482
469,481
470,480
471,481
472,483
473,483
474,485
475,484
476,483
477,485
478,483
479,483
480,481
481,481
482,483
483,483
484,484
485,487
486,488
487,490
488,492
489,492
490,493
491,492
492,492
493,492
494,491
495,490
496,489
497,491
498,494
499,497
500,499
501,498
502,500
503,500
504,500
505,502
506,501
507,504
508,503
509,503
510,503
511,503
512,503
513,502
514,503
515,503
516,503
517,505
518,505
519,505
520,505
521,505
522,506
523,506
524,508
525,508
526,508
527,510
528,508
529,509
530,509
531,510
532,514
533,514
534,517
535,519
536,521
537,523
538,523
539,523
540,522
541,522
542,524
543,524
544,525
545,525
546,524
547,525
548,524
549,526
550,526
551,526
552,529
553,529
554,531
555,531
556,532
557,534
558,533
559,535
560,534
561,534
562,535
563,534
564,535
565,533
566,534
567,537
568,536
569,538
570,539
571,540
572,542
573,541
574,543
575,543
576,542
577,543
578,541
579,543
580,543
581,543
582,546
583,546
584,548
585,550
586,551
587,553
588,553
589,554
590,555
591,554
592,556
593,555
594,557
595,557
596,556
597,558
598,558
599,559
600,560
601,560
602,562
603,563
604,563
605,564
606,564
607,567
608,567
609,566
610,565
611,564
612,564
613,563
614,562
615,563
616,563
617,564
618,563
619,563
620,563
621,561
622,561
623,560
624,559
625,557
626,555
627,555
628,551
629,550
630,548
631,546
632,546
633,543
634,543
635,542
636,540
637,540
638,537
639,536
640,531
641,528
642,527
643,524
644,520
645,519
646,515
647,513
648,512
649,511
650,510
651,507
652,505
653,503
654,499
655,496
656,493
657,492
658,487
659,483
660,480
661,478
662,478
663,475
664,473
665,472
666,471
667,471
668,469
669,467
670,465
671,463
672,463
673,460
674,458
675,455
676,451
677,450
678,447
679,446
680,444
681,443
682,444
683,443
684,443
685,443
686,442
687,442
688,442
689,441
690,441
691,439
692,438
693,435
694,434
695,432
696,432
697,434
698,434
699,436
700,438
701,438
702,440
703,439
704,440
705,439
706,437
707,438
708,438
709,438
710,438
711,438
712,440
713,439
714,440
715,443
716,444
717,447
718,448
719,449
720,449
721,450
722,451
723,451
724,452
725,451
726,450
727,450
728,450
729,451
730,451
731,451
732,454
733,455
734,457
735,458
736,457
737,458
738,458
739,459
740,459
741,457
742,457
743,456
744,456
745,456
746,455
747,456
748,456
749,457
750,459
751,460
752,462
753,461
754,462
755,461
756,461
757,463
758,461
759,460
760,459
761,457
762,459
763,460
764,462
765,462
766,463
767,465
768,465
769,466
770,466
771,466
772,468
773,467
774,465
775,463
776,459
777,457
778,452
779,450
780,449
781,451
782,453
783,452
784,454
785,455
786,457
787,459
788,458
789,457
790,456
791,455
792,453
793,450
794,449
795,449
796,449
797,451
798,454
799,458
800,464
801,469
802,477
803,486
804,497
805,505
806,509
807,513
808,515
809,518
810,518
811,517
812,517
813,515
814,514
815,512
816,511
817,510
818,508
819,507
820,505
821,502
822,502
823,500
824,499
825,498
826,496
827,496
828,496
829,497
830,498
831,499
832,502
833,502
834,502
835,500
836,497
837,496
838,495
839,494
840,493
841,491
842,490
843,487
844,487
845,486
846,485
847,486
848,487
849,489
850,491
851,492
852,495
853,496
854,497
855,497
856,496
857,496
858,493
859,492
860,491
861,489
862,488
863,484
864,481
865,476
866,471
867,468
868,464
869,461
870,459
871,453
872,446
873,433
874,423
875,416
876,413
877,414
878,418
879,426
880,441
881,460
882,484
883,508
884,526
885,539
886,544
887,547
888,543
889,537
890,531
891,527
892,524
893,521
894,523
895,524
896,525
897,529
898,531
899,535
900,538
901,540
902,542
903,541
904,541
905,541
906,540
907,541
908,539
909,537
910,536
911,534
912,536
913,535
914,535
915,535
916,536
917,537
918,536
919,537
920,538
921,537
922,537
923,535
924,532
925,532
926,530
927,531
928,529
929,529
930,527
931,527
932,529
933,529
934,530
935,529
936,529
937,531
938,528
939,527
940,525
941,524
942,522
943,520
944,521
945,520
946,521
947,522
948,521
949,521
950,521
951,521
952,523
953,522
954,523
955,522
956,523
957,522
958,521
959,521
960,519
961,518
962,517
963,517
964,517
965,517
966,517
967,518
968,516
969,515
970,514
971,514
972,517
973,516
974,516
975,515
976,513
977,513
978,512
979,512
980,511
981,513
982,516
983,518
984,519
985,519
986,522
987,526
988,525
989,526
990,524
991,521
992,519
993,516
994,512
995,509
996,505
997,504
998,503
999,504
1000,504
1001,505
1002,505
1003,505
1004,506
1005,507
1006,506
1007,507
1008,503
1009,502
1010,501
1011,499
1012,499
1013,499
1014,500
1015,501
1016,502
1017,503
1018,503
1019,503
1020,502
1021,503
1022,505
1023,505
1024,505
1025,504
1026,504
1027,504
1028,504
1029,505
1030,504
1031,504
1032,507
1033,506
1034,507
1035,506
1036,507
1037,507
1038,507
1039,507
1040,506
1041,506
1042,508
1043,507
1044,508
1045,508
1046,508
1047,508
1048,507
1049,507
1050,508
1051,508
1052,509
1053,509
1054,509
1055,508
1056,506
1057,505
1058,505
1059,505
1060,505
1061,504
1062,505
1063,505
1064,508
1065,508
1066,509
1067,512
1068,512
1069,515
1070,517
1071,518
1072,519
1073,518
1074,516
1075,513
1076,510
1077,509
1078,505
1079,505
1080,504
1081,503
1082,505
1083,505
1084,507
1085,508
1086,509
1087,512
1088,511
1089,511
1090,509
1091,506
1092,504
1093,503
1094,502
1095,503
1096,504
1097,507
1098,507
1099,509
1100,507
1101,504
1102,502
1103,498
1104,497
1105,494
1106,492
1107,492
1108,490
1109,492
1110,492
1111,494
1112,496
1113,496
1114,501
1115,503
1116,506
1117,509
1118,510
1119,511
1120,512
1121,512
1122,515
1123,514
1124,515
1125,514
1126,513
1127,515
1128,515
1129,516
1130,516
1131,515
1132,516
1133,517
1134,517
1135,519
1136,520
1137,521
1138,517
1139,518
1140,517
1141,515
1142,515
1143,513
1144,512
1145,510
1146,510
1147,510
1148,511
1149,512
1150,515
1151,515
1152,516
1153,515
1154,515
1155,514
1156,512
1157,510
1158,506
1159,502
1160,499
1161,495
1162,493
1163,491
1164,492
1165,494
1166,493
1167,494
1168,492
1169,492
1170,491
1171,489
1172,490
1173,489
1174,489
1175,488
1176,487
1177,488
1178,487
1179,489
1180,489
1181,489
1182,491
1183,491
1184,491
1185,488
1186,485
1187,484
1188,482
1189,482
1190,481
1191,480
1192,480
1193,479
1194,480
1195,481
1196,482
1197,485
1198,487
1199,490
1200,492
1201,493
1202,497
1203,499
1204,502
1205,503
1206,502
1207,503
1208,500
1209,499
1210,496
1211,492
1212,491
1213,487
1214,486
1215,484
1216,483
1217,484
1218,483
1219,484
1220,484
1221,485
1222,489
1223,491
1224,495
1225,499
1226,504
1227,511
1228,516
1229,525
1230,534
1231,543
1232,555
1233,563
1234,571
1235,578
1236,586
1237,596
1238,606
1239,616
1240,625
1241,633
1242,641
1243,648
1244,656
1245,662
1246,663
1247,659
1248,646
1249,628
1250,609
1251,590
1252,576
1253,562
1254,551
1255,540
1256,534
1257,529
1258,520
1259,511
1260,504
1261,495
1262,487
1263,478
1264,472
1265,466
1266,462
1267,463
1268,462
1269,462
1270,463
1271,462
1272,463
1273,463
1274,462
1275,460
1276,459
1277,460
1278,459
1279,459
1280,460
1281,462
1282,465
1283,468
1284,472
1285,475
1286,476
1287,480
1288,481
1289,483
1290,482
1291,480
1292,480
1293,478
1294,477
1295,476
1296,476
1297,477
1298,477
1299,479
1300,480
1301,479
1302,481
1303,481
1304,480
1305,480
1306,479
1307,480
1308,480
1309,480
1310,481
1311,480
1312,482
1313,482
1314,483
1315,484
1316,485
1317,487
1318,487
1319,489
1320,490
1321,492
1322,494
1323,494
1324,494
1325,494
1326,493
1327,496
1328,494
1329,494
1330,495
1331,494
1332,495
1333,495
1334,495
1335,495
1336,495
1337,497
1338,497
1339,497
1340,496
1341,495
1342,497
1343,497
1344,497
1345,497
1346,498
1347,499
1348,498
1349,498
1350,498
1351,497
1352,498
1353,497
1354,497
1355,499
1356,498
1357,499
1358,499
1359,499
1360,499
1361,499
1362,501
1363,500
1364,501
1365,501
1366,502
1367,503
1368,503
1369,504
1370,504
1371,504
1372,506
1373,506
1374,506
1375,506
1376,507
1377,508
1378,508
1379,508
1380,508
1381,509
1382,511
1383,511
1384,513
1385,512
1386,513
1387,515
1388,514
1389,514
1390,513
1391,513
1392,515
1393,515
1394,516
1395,517
1396,519
1397,521
1398,521
1399,524
1400,526
1401,527
1402,528
1403,528
1404,528
1405,527
1406,527
1407,528
1408,527
1409,529
1410,529
1411,527
1412,530
1413,530
1414,532
1415,532
1416,532
1417,533
1418,533
1419,535
1420,536
1421,536
1422,537
1423,539
1424,538
1425,539
1426,541
1427,545
1428,547
1429,549
1430,550
1431,548
1432,550
1433,551
1434,553
1435,555
1436,558
1437,560
1438,558
1439,558
1440,556
1441,556
1442,558
1443,559
1444,560
1445,561
1446,561
1447,564
1448,563
1449,564
1450,566
1451,566
1452,567
1453,563
1454,563
1455,560
1456,557
1457,561
1458,560
1459,559
1460,556
1461,555
1462,555
1463,553
1464,552
1465,551
1466,551
1467,552
1468,549
1469,548
1470,547
1471,546
1472,546
1473,543
1474,541
1475,537
1476,534
1477,533
1478,530
1479,530
1480,531
1481,532
1482,537
1483,539
1484,541
1485,542
1486,541
1487,539
1488,532
1489,527
1490,523
1491,519
1492,516
1493,512
1494,512
1495,512
1496,509
1497,509
1498,509
1499,509
1500,507
1501,503
1502,501
1503,498
1504,497
1505,496
1506,493
1507,490
1508,484
1509,479
1510,477
1511,476
1512,475
1513,472
1514,472
1515,473
1516,470
1517,469
1518,465
1519,463
1520,463
1521,462
1522,463
1523,463
1524,463
1525,462
1526,459
1527,459
1528,457
1529,457
1530,456
1531,454
1532,454
1533,452
1534,451
1535,451
1536,451
1537,451
1538,452
1539,453
1540,452
1541,452
1542,454
1543,453
1544,453
1545,453
1546,455
1547,456
1548,456
1549,458
1550,460
1551,459
1552,459
1553,458
1554,457
1555,457
1556,457
1557,459
1558,459
1559,460
1560,459
1561,459
1562,460
1563,460
1564,461
1565,462
1566,463
1567,466
1568,467
1569,468
1570,467
1571,467
1572,469
1573,468
1574,470
1575,470
1576,468
1577,467
1578,467
1579,467
1580,467
1581,468
1582,471
1583,472
1584,475
1585,477
1586,477
1587,477
1588,476
1589,477
1590,477
1591,476
1592,477
1593,476
1594,478
1595,478
1596,478
1597,480
1598,479
1599,482
1600,482
1601,482
1602,484
1603,483
1604,484
1605,483
1606,483
1607,483
1608,481
1609,481
1610,480
1611,480
1612,482
1613,482
1614,483
1615,483
1616,484
1617,486
1618,484
1619,485
1620,487
1621,488
1622,491
1623,489
1624,489
1625,488
1626,487
1627,489
1628,488
1629,489
1630,489
1631,488
1632,490
1633,488
1634,490
1635,490
1636,492
1637,494
1638,495
1639,495
1640,495
1641,494
1642,494
1643,495
1644,496
1645,496
1646,495
1647,497
1648,498
1649,499
1650,499
1651,500
1652,500
1653,503
1654,504
1655,504
1656,504
1657,506
1658,507
1659,506
1660,505
1661,504
1662,504
1663,502
1664,503
1665,503
1666,502
1667,503
1668,504
1669,505
1670,505
1671,505
1672,506
1673,507
1674,508
1675,508
1676,509
1677,511
1678,510
1679,509
1680,509
1681,509
1682,510
1683,509
1684,509
1685,508
1686,507
1687,508
1688,508
1689,508
1690,509
1691,508
1692,508
1693,507
1694,507
1695,507
1696,507
1697,507
1698,504
1699,505
1700,504
1701,503
1702,507
1703,507
1704,506
1705,506
1706,508
1707,509
1708,509
1709,507
1710,506
1711,504
1712,505
1713,503
1714,504
1715,505
1716,505
1717,507
1718,507
1719,508
1720,511
1721,511
1722,512
1723,513
1724,513
1725,512
1726,509
1727,509
1728,506
1729,505
1730,505
1731,505
1732,508
1733,509
1734,512
1735,512
1736,513
1737,517
1738,517
1739,516
1740,514
1741,509
1742,508
1743,507
1744,505
1745,503
1746,502
1747,502
1748,500
1749,499
1750,500
1751,503
1752,506
1753,505
1754,505
1755,505
1756,502
1757,503
1758,500
1759,498
1760,496
1761,496
1762,499
1763,501
1764,504
1765,508
1766,514
1767,520
1768,523
1769,528
1770,531
1771,532
1772,537
1773,539
1774,539
1775,537
1776,533
1777,532
1778,528
1779,525
1780,524
1781,524
1782,527
1783,526
1784,527
1785,526
1786,524
1787,523
1788,522
1789,522
1790,522
1791,518
1792,517
1793,516
1794,516
1795,515
1796,514
1797,515
1798,515
1799,516
1800,515
1801,515
1802,517
1803,516
1804,517
1805,515
1806,513
1807,515
1808,513
1809,514
1810,512
1811,513
1812,515
1813,513
1814,513
1815,512
1816,512
1817,513
1818,512
1819,513
1820,513
1821,513
1822,515
1823,516
1824,519
1825,516
1826,516
1827,515
1828,512
1829,512
1830,512
1831,513
1832,516
1833,518
1834,519
1835,517
1836,515
1837,518
1838,515
1839,515
1840,515
1841,517
1842,518
1843,516
1844,516
1845,513
1846,513
1847,516
1848,514
1849,513
1850,515
1851,516
1852,520
1853,519
1854,519
1855,519
1856,518
1857,519
1858,517
1859,518
1860,518
1861,517
1862,519
1863,518
1864,519
1865,520
1866,520
1867,523
1868,523
1869,525
1870,524
1871,521
1872,521
1873,518
1874,517
1875,516
1876,515
1877,515
1878,512
1879,514
1880,515
1881,517
1882,520
1883,518
1884,520
1885,521
1886,521
1887,523
1888,524
1889,522
1890,522
1891,521
1892,523
1893,525
1894,527
1895,528
1896,526
1897,526
1898,522
1899,524
1900,524
1901,522
1902,523
1903,522
1904,524
1905,521
1906,519
1907,519
1908,516
1909,519
1910,517
1911,515
1912,517
1913,516
1914,516
1915,515
1916,514
1917,515
1918,516
1919,516
1920,515
1921,512
1922,511
1923,509
1924,508
1925,508
1926,508
1927,511
1928,511
1929,510
1930,509
1931,508
1932,511
1933,508
1934,508
1935,509
1936,508
1937,511
1938,511
1939,511
1940,508
1941,504
1942,504
1943,502
1944,502
1945,503
1946,502
1947,504
1948,506
1949,509
1950,507
1951,508
1952,508
1953,505
1954,505
1955,502
1956,502
1957,504
1958,506
1959,507
1960,505
1961,505
1962,504
1963,502
1964,503
1965,502
1966,501
1967,503
1968,504
1969,504
1970,503
1971,505
1972,509
1973,508
1974,508
1975,506
1976,504
1977,503
1978,500
1979,498
1980,496
1981,496
1982,497
1983,495
1984,495
1985,495
1986,496
1987,497
1988,497
1989,497
1990,495
1991,493
1992,494
1993,496
1994,502
1995,507
1996,513
1997,521
1998,527
1999,532
2000,538
2001,545
2002,553
2003,560
2004,571
2005,581
2006,595
2007,611
2008,623
2009,636
2010,644
2011,653
2012,664
2013,670
2014,677
2015,680
2016,680
2017,677
2018,667
2019,653
2020,640
2021,626
2022,616
2023,605
2024,593
2025,583
2026,571
2027,560
2028,545
2029,530
2030,518
2031,502
2032,489
2033,472
2034,461
2035,455
2036,449
2037,447
2038,443
2039,442
2040,442
2041,441
2042,445
2043,444
2044,444
2045,445
2046,448
2047,451
2048,452
2049,454
2050,454
2051,456
2052,461
2053,463
2054,464
2055,468
2056,473
2057,477
2058,477
2059,479
2060,481
2061,484
2062,489
2063,492
2064,495
2065,499
2066,502
2067,504
2068,504
2069,506
2070,506
2071,507
2072,507
2073,506
2074,506
2075,507
2076,505
2077,506
2078,505
2079,507
2080,507
2081,508
2082,508
2083,506
2084,505
2085,506
2086,510
2087,512
2088,511
2089,510
2090,511
2091,512
2092,512
2093,510
2094,510
2095,510
2096,510
2097,512
2098,512
2099,513
2100,513
2101,512
2102,514
2103,514
2104,516
2105,516
2106,515
2107,516
2108,515
2109,516
2110,515
2111,516
2112,521
2113,519
2114,521
2115,520
2116,519
2117,521
2118,519
2119,519
2120,519
2121,519
2122,520
2123,519
2124,516
2125,517
2126,516
2127,516
2128,516
2129,516
2130,516
2131,516
2132,519
2133,518
2134,521
2135,524
2136,524
2137,523
2138,521
2139,523
2140,523
2141,523
2142,524
2143,523
2144,524
2145,523
2146,522
2147,526
2148,528
2149,528
2150,528
2151,528
2152,532
2153,531
2154,530
2155,530
2156,529
2157,529
2158,529
2159,529
2160,529
2161,527
2162,527
2163,527
2164,527
2165,530
2166,531
2167,533
2168,533
2169,534
2170,534
2171,536
2172,540
2173,542
2174,542
2175,540
2176,539
2177,542
2178,541
2179,543
2180,543
2181,541
2182,543
2183,545
2184,547
2185,550
2186,551
2187,552
2188,552
2189,552
2190,552
2191,551
2192,550
2193,549
2194,551
2195,551
2196,551
2197,556
2198,558
2199,561
2200,566
2201,567
2202,570
2203,571
2204,571
2205,569
2206,567
2207,568
2208,566
2209,566
2210,568
2211,569
2212,572
2213,572
2214,573
2215,573
2216,576
2217,581
2218,578
2219,576
2220,575
2221,575
2222,577
2223,575
2224,573
2225,572
2226,569
2227,571
2228,572
2229,571
2230,570
2231,568
2232,569
2233,567
2234,568
2235,570
2236,569
2237,569
2238,566
2239,566
2240,567
2241,564
2242,563
2243,560
2244,558
2245,552
2246,548
2247,545
2248,541
2249,536
2250,535
2251,534
2252,532
2253,528
2254,526
2255,526
2256,524
2257,521
2258,515
2259,511
2260,504
2261,501
2262,501
2263,499
2264,499
2265,497
2266,494
2267,493
2268,491
2269,488
2270,487
2271,486
2272,486
2273,483
2274,480
2275,478
2276,473
2277,472
2278,471
2279,471
2280,469
2281,466
2282,467
2283,464
2284,462
2285,461
2286,459
2287,459
2288,458
2289,458
2290,459
2291,459
2292,462
2293,460
2294,461
2295,459
2296,456
2297,455
2298,456
2299,459
2300,460
2301,458
2302,460
2303,460
2304,459
2305,459
2306,457
2307,459
2308,458
2309,460
2310,459
2311,460
2312,462
2313,458
2314,455
2315,452
2316,451
2317,454
2318,458
2319,458
2320,457
2321,459
2322,463
2323,461
2324,463
2325,465
2326,464
2327,463
2328,464
2329,468
2330,468
2331,467
2332,467
2333,466
2334,465
2335,463
2336,462
2337,463
2338,463
2339,463
2340,464
2341,465
2342,469
2343,469
2344,468
2345,466
2346,465
2347,468
2348,467
2349,467
2350,468
2351,468
2352,472
2353,471
2354,470
2355,471
2356,471
2357,472
2358,472
2359,472
2360,470
2361,467
2362,467
2363,467
2364,469
2365,471
2366,472
2367,474
2368,477
2369,480
2370,479
2371,478
2372,481
2373,480
2374,480
2375,480
2376,479
2377,480
2378,478
2379,476
2380,477
2381,478
2382,477
2383,479
2384,481
2385,482
2386,485
2387,486
2388,486
2389,487
2390,489
2391,488
2392,489
2393,487
2394,486
2395,483
2396,480
2397,486
2398,487
2399,489
2400,495
2401,497
2402,494
2403,493
2404,492
2405,494
2406,494
2407,493
2408,490
2409,488
2410,487
2411,488
2412,489
2413,487
2414,484
2415,484
2416,487
2417,488
2418,489
2419,492
2420,495
2421,497
2422,499
2423,498
2424,496
2425,496
2426,494
2427,494
2428,492
2429,492
2430,494
2431,494
2432,496
2433,497
2434,497
2435,498
2436,498
2437,502
2438,502
2439,502
2440,500
2441,499
2442,497
2443,494
2444,492
2445,491
2446,490
2447,492
2448,492
2449,495
2450,496
2451,499
2452,502
2453,503
2454,505
2455,507
2456,508
2457,508
2458,505
2459,503
2460,502
2461,500
2462,503
2463,504
2464,505
2465,502
2466,502
2467,504
2468,504
2469,506
2470,508
2471,508
2472,512
2473,512
2474,512
2475,510
2476,509
2477,511
2478,507
2479,505
2480,504
2481,503
2482,504
2483,505
2484,508
2485,510
2486,506
2487,505
2488,505
2489,504
2490,502
2491,503
2492,505
2493,505
2494,506
2495,508
2496,506
2497,506
2498,504
2499,505
2500,507
2501,509
2502,511
2503,508
2504,507
2505,506
2506,508
2507,508
2508,508
2509,508
2510,505
2511,504
2512,505
2513,506
2514,508
2515,505
2516,507
2517,512
2518,515
2519,518
2520,519
2521,521
2522,520
2523,519
2524,519
2525,517
2526,516
2527,515
2528,513
2529,513
2530,513
2531,513
2532,514
2533,513
2534,515
2535,514
2536,517
2537,519
2538,518
2539,520
2540,521
2541,523
2542,525
2543,525
2544,524
2545,519
2546,517
2547,519
2548,520
2549,524
2550,524
2551,522
2552,524
2553,524
2554,520
2555,523
2556,523
2557,524
2558,520
2559,519
2560,520
2561,520
2562,521
2563,521
2564,521
2565,520
2566,521
2567,519
2568,519
2569,519
2570,518
2571,516
2572,516
2573,513
2574,512
2575,511
2576,510
2577,509
2578,507
2579,502
2580,501
2581,500
2582,501
2583,501
2584,503
2585,500
2586,500
2587,501
2588,499
2589,500
2590,499
2591,497
2592,497
2593,494
2594,495
2595,498
2596,496
2597,497
2598,501
2599,502
2600,502
2601,505
2602,508
2603,504
2604,504
2605,508
2606,507
2607,505
2608,502
2609,500
2610,497
2611,500
2612,501
2613,499
2614,499
2615,496
2616,497
2617,501
2618,501
2619,503
2620,505
2621,506
2622,504
2623,504
2624,505
2625,507
2626,505
2627,508
2628,505
2629,504
2630,499
2631,501
2632,502
2633,504
2634,505
2635,502
2636,502
2637,506
2638,508
2639,508
2640,504
2641,503
2642,501
2643,498
2644,499
2645,497
2646,497
2647,496
2648,492
2649,494
2650,496
2651,499
2652,504
2653,508
2654,512
2655,517
2656,519
2657,527
2658,530
2659,536
2660,542
2661,548
2662,560
2663,566
2664,574
2665,583
2666,597
2667,615
2668,625
2669,634
2670,643
2671,649
2672,653
2673,651
2674,650
2675,640
2676,631
2677,619
2678,608
2679,598
2680,590
2681,583
2682,578
2683,568
2684,562
2685,551
2686,539
2687,525
2688,511
2689,500
2690,488
2691,478
2692,467
2693,455
2694,454
2695,449
2696,446
2697,447
2698,446
2699,442
2700,442
2701,444
2702,444
2703,445
2704,449
2705,453
2706,454
2707,455
2708,456
2709,459
2710,462
2711,463
2712,468
2713,467
2714,472
2715,474
2716,476
2717,480
2718,484
2719,491
2720,492
2721,488
2722,487
2723,489
2724,495
2725,499
2726,503
2727,506
2728,505
2729,506
2730,504
2731,502
2732,504
2733,507
2734,511
2735,510
2736,509
2737,511
2738,511
2739,511
2740,509
2741,511
2742,515
2743,516
2744,515
2745,512
2746,511
2747,512
2748,513
2749,512
2750,512
2751,511
2752,513
2753,514
2754,516
2755,515
2756,514
2757,515
2758,513
2759,512
2760,509
2761,507
2762,506
2763,503
2764,504
2765,507
2766,510
2767,511
2768,511
2769,514
2770,518
2771,516
2772,517
2773,517
2774,518
2775,521
2776,519
2777,519
2778,520
2779,521
2780,521
2781,518
2782,518
2783,516
2784,517
2785,515
2786,512
2787,515
2788,516
2789,520
2790,523
2791,522
2792,521
2793,520
2794,520
2795,519
2796,519
2797,517
2798,513
2799,518
2800,520
2801,519
2802,521
2803,522
2804,523
2805,526
2806,527
2807,527
2808,526
2809,526
2810,527
2811,526
2812,524
2813,521
2814,522
2815,524
2816,524
2817,526
2818,527
2819,530
2820,531
2821,531
2822,531
2823,532
2824,536
2825,536
2826,536
2827,540
2828,537
2829,534
2830,534
2831,532
2832,534
2833,533
2834,535
2835,536
2836,536
2837,538
2838,539
2839,540
2840,544
2841,545
2842,543
2843,539
2844,540
2845,540
2846,541
2847,547
2848,551
2849,555
2850,556
2851,556
2852,555
2853,556
2854,556
2855,554
2856,551
2857,555
2858,557
2859,559
2860,561
2861,561
2862,564
2863,566
2864,563
2865,563
2866,563
2867,568
2868,567
2869,565
2870,563
2871,567
2872,575
2873,577
2874,578
2875,577
2876,576
2877,574
2878,571
2879,568
2880,564
2881,565
2882,564
2883,563
2884,565
2885,567
2886,566
2887,568
2888,568
2889,568
2890,564
2891,560
2892,559
2893,556
2894,558
2895,559
2896,558
2897,553
2898,552
2899,551
2900,550
2901,548
2902,545
2903,541
2904,540
2905,537
2906,532
2907,535
2908,536
2909,529
2910,525
2911,523
2912,524
2913,520
2914,519
2915,518
2916,513
2917,509
2918,505
2919,502
2920,500
2921,501
2922,498
2923,494
2924,492
2925,491
2926,489
2927,487
2928,481
2929,479
2930,477
2931,473
2932,473
2933,473
2934,474
2935,476
2936,475
2937,470
2938,467
2939,470
2940,472
2941,472
2942,469
2943,463
2944,461
2945,460
2946,459
2947,456
2948,454
2949,457
2950,459
2951,460
2952,461
2953,459
2954,461
2955,462
2956,461
2957,462
2958,461
2959,462
2960,461
2961,459
2962,455
2963,454
2964,455
2965,455
2966,458
2967,457
2968,457
2969,459
2970,457
2971,456
2972,459
2973,461
2974,460
2975,457
2976,457
2977,460
2978,465
2979,468
2980,468
2981,467
2982,467
2983,468
2984,469
2985,471
2986,471
2987,473
2988,477
2989,480
2990,477
2991,475
2992,475
2993,473
2994,472
2995,474
