0; 395
1; 397
2; 400
3; 404
4; 406
5; 407
6; 409
7; 413
8; 419
9; 424
10; 427
11; 427
12; 423
13; 418
14; 412
15; 409
0; 408
1; 407
2; 409
3; 410
4; 413
5; 415
6; 416
7; 418
8; 420
9; 424
10; 428
11; 430
12; 433
13; 435
14; 433
15; 432
0; 429
1; 428
2; 428
3; 430
4; 433
5; 435
6; 440
7; 442
8; 443
9; 446
10; 449
11; 452
12; 455
13; 460
14; 462
15; 461
0; 460
1; 457
2; 457
3; 456
4; 455
5; 456
6; 456
7; 460
8; 463
9; 465
10; 470
11; 473
12; 475
13; 475
14; 473
15; 471
0; 468
1; 466
2; 463
3; 462
4; 463
5; 465
6; 469
7; 472
8; 473
9; 476
10; 478
11; 482
12; 486
13; 486
14; 483
15; 481
0; 479
1; 478
2; 475
3; 472
4; 471
5; 472
6; 472
7; 472
8; 475
9; 477
10; 480
11; 484
12; 487
13; 490
14; 492
15; 493
0; 493
1; 492
2; 492
3; 490
4; 493
5; 496
6; 500
7; 502
8; 503
9; 507
10; 510
11; 511
12; 515
13; 518
14; 521
15; 522
0; 521
1; 519
2; 517
3; 516
4; 514
5; 513
6; 514
7; 514
8; 514
9; 515
10; 515
11; 516
12; 519
13; 522
14; 525
15; 526
0; 528
1; 529
2; 529
3; 530
4; 531
5; 532
6; 534
7; 535
8; 536
9; 535
10; 538
11; 539
12; 538
13; 540
14; 544
15; 547
0; 546
1; 547
2; 546
3; 543
4; 543
5; 539
6; 540
7; 542
8; 544
9; 549
10; 552
11; 555
12; 556
13; 554
14; 554
15; 553
0; 550
1; 546
2; 541
3; 537
4; 531
5; 525
6; 520
7; 515
8; 514
9; 511
10; 507
11; 502
12; 496
13; 495
14; 493
15; 495
0; 496
1; 493
2; 493
3; 490
4; 487
5; 483
6; 479
7; 476
8; 472
9; 470
10; 467
11; 462
12; 460
13; 459
14; 460
15; 463
0; 463
1; 463
2; 461
3; 461
4; 460
5; 458
6; 456
7; 454
8; 452
9; 451
10; 451
11; 454
12; 455
13; 455
14; 458
15; 461
0; 465
1; 469
2; 470
3; 469
4; 468
5; 465
6; 462
7; 460
8; 458
9; 455
10; 456
11; 456
12; 458
13; 460
14; 462
15; 465
0; 467
1; 469
2; 472
3; 472
4; 473
5; 471
6; 467
7; 463
8; 457
9; 454
10; 449
11; 445
12; 439
13; 434
14; 431
15; 428
0; 428
1; 431
2; 436
3; 441
4; 442
5; 443
6; 444
7; 445
8; 450
9; 454
10; 462
11; 478
12; 494
13; 512
14; 531
15; 553
0; 576
1; 602
2; 633
3; 664
4; 697
5; 729
6; 757
7; 785
8; 812
9; 836
10; 859
11; 885
12; 916
13; 946
14; 975
15; 996
0; 1004
1; 1006
2; 998
3; 984
4; 962
5; 933
6; 898
7; 854
8; 807
9; 758
10; 716
11; 683
12; 658
13; 639
14; 623
15; 608
0; 596
1; 582
2; 570
3; 559
4; 547
5; 536
6; 520
7; 508
8; 492
9; 478
10; 468
11; 457
12; 451
13; 446
14; 443
15; 444
0; 442
1; 443
2; 443
3; 442
4; 443
5; 440
6; 438
7; 436
8; 434
9; 432
10; 429
11; 428
12; 427
13; 425
14; 425
15; 423
0; 423
1; 423
2; 425
3; 430
4; 432
5; 436
6; 438
7; 438
8; 441
9; 440
10; 441
11; 439
12; 436
13; 436
14; 436
15; 437
0; 437
1; 436
2; 438
3; 440
4; 442
5; 444
6; 446
7; 449
8; 451
9; 451
10; 449
11; 445
12; 443
13; 441
14; 441
15; 442
0; 444
1; 448
2; 451
3; 453
4; 455
5; 457
6; 462
7; 465
8; 468
9; 471
10; 472
11; 473
12; 474
13; 477
14; 476
15; 474
0; 474
1; 472
2; 475
3; 476
4; 476
5; 478
6; 481
7; 487
8; 492
9; 495
10; 497
11; 497
12; 497
13; 496
14; 494
15; 491
0; 487
1; 484
2; 483
3; 482
4; 485
5; 487
6; 489
7; 494
8; 498
9; 503
10; 505
11; 508
12; 508
13; 506
14; 505
15; 505
0; 504
1; 507
2; 507
3; 510
4; 511
5; 514
6; 516
7; 519
8; 525
9; 530
10; 533
11; 536
12; 536
13; 535
14; 534
15; 532
0; 530
1; 530
2; 532
3; 534
4; 536
5; 540
6; 543
7; 547
8; 553
9; 559
10; 563
11; 564
12; 568
13; 568
14; 569
15; 567
0; 566
1; 567
2; 568
3; 569
4; 571
5; 572
6; 576
7; 579
8; 582
9; 587
10; 593
11; 598
12; 600
13; 603
14; 603
15; 603
0; 606
1; 605
2; 605
3; 605
4; 605
5; 608
6; 611
7; 613
8; 616
9; 619
10; 622
11; 625
12; 627
13; 626
14; 625
15; 624
0; 622
1; 620
2; 617
3; 616
4; 618
5; 619
6; 620
7; 621
8; 620
9; 622
10; 624
11; 626
12; 628
13; 628
14; 628
15; 624
0; 620
1; 618
2; 613
3; 611
4; 607
5; 605
6; 603
7; 601
8; 599
9; 594
10; 590
11; 588
12; 586
13; 583
14; 579
15; 574
0; 567
1; 558
2; 553
3; 545
4; 539
5; 532
6; 528
7; 523
8; 518
9; 514
10; 510
11; 506
12; 506
13; 502
14; 498
15; 494
0; 488
1; 480
2; 471
3; 462
4; 454
5; 447
6; 443
7; 437
8; 433
9; 430
10; 426
11; 424
12; 423
13; 423
14; 421
15; 417
0; 415
1; 412
2; 406
3; 401
4; 395
5; 391
6; 388
7; 387
8; 387
9; 386
10; 388
11; 388
12; 390
13; 393
14; 395
15; 396
0; 397
1; 396
2; 392
3; 389
4; 387
5; 384
6; 384
7; 382
8; 382
9; 382
10; 382
11; 383
12; 384
13; 389
14; 397
15; 401
0; 405
1; 407
2; 408
3; 409
4; 411
5; 412
6; 413
7; 413
8; 413
9; 410
10; 408
11; 407
12; 405
13; 406
14; 408
15; 413
0; 415
1; 416
2; 417
3; 416
4; 415
5; 414
6; 412
7; 414
8; 413
9; 414
10; 415
11; 416
12; 419
13; 422
14; 424
15; 429
0; 433
1; 437
2; 439
3; 443
4; 445
5; 445
6; 446
7; 443
8; 441
9; 440
10; 439
11; 441
12; 442
13; 444
14; 446
15; 448
0; 452
1; 456
2; 458
3; 459
4; 459
5; 459
6; 458
7; 457
8; 457
9; 457
10; 459
11; 460
12; 462
13; 464
14; 467
15; 470
0; 472
1; 476
2; 478
3; 479
4; 481
5; 479
6; 476
7; 475
8; 472
9; 472
10; 473
11; 474
12; 476
13; 476
14; 479
15; 480
0; 482
1; 485
2; 487
3; 491
4; 492
5; 491
6; 488
7; 485
8; 484
9; 482
10; 481
11; 482
12; 482
13; 483
14; 484
15; 486
0; 488
1; 491
2; 496
3; 498
4; 499
5; 499
6; 499
7; 498
8; 496
9; 496
10; 497
11; 497
12; 500
13; 500
14; 503
15; 505
0; 509
1; 513
2; 518
3; 522
4; 524
5; 523
6; 523
7; 519
8; 516
9; 515
10; 513
11; 514
12; 515
13; 517
14; 519
15; 520
0; 524
1; 526
2; 529
3; 534
4; 540
5; 545
6; 548
7; 550
8; 551
9; 551
10; 550
11; 548
12; 548
13; 548
14; 548
15; 550
0; 550
1; 550
2; 551
3; 553
4; 559
5; 560
6; 560
7; 560
8; 558
9; 557
10; 554
11; 552
12; 552
13; 551
14; 552
15; 551
0; 549
1; 549
2; 548
3; 547
4; 548
5; 549
6; 549
7; 547
8; 547
9; 542
10; 537
11; 532
12; 526
13; 520
14; 515
15; 512
0; 509
1; 504
2; 502
3; 499
4; 496
5; 495
6; 493
7; 491
8; 487
9; 484
10; 478
11; 472
12; 470
13; 466
14; 466
15; 464
0; 463
1; 464
2; 463
3; 464
4; 464
5; 466
6; 469
7; 470
8; 470
9; 468
10; 465
11; 463
12; 460
13; 459
14; 456
15; 454
0; 455
1; 455
2; 456
3; 457
4; 459
5; 461
6; 464
7; 470
8; 472
9; 472
10; 473
11; 470
12; 467
13; 463
14; 459
15; 456
0; 455
1; 456
2; 458
3; 458
4; 460
5; 461
6; 464
7; 468
8; 472
9; 474
10; 474
11; 472
12; 469
13; 464
14; 460
15; 453
0; 447
1; 441
2; 438
3; 437
4; 436
5; 439
6; 442
7; 444
8; 451
9; 452
10; 453
11; 454
12; 456
13; 460
14; 468
15; 480
0; 495
1; 511
2; 528
3; 549
4; 572
5; 596
6; 624
7; 656
8; 692
9; 728
10; 762
11; 796
12; 829
13; 859
14; 883
15; 907
0; 932
1; 960
2; 990
3; 1013
4; 1022
5; 1022
6; 1022
7; 1020
8; 999
9; 976
10; 943
11; 904
12; 861
13; 810
14; 758
15; 713
0; 679
1; 647
2; 622
3; 600
4; 582
5; 567
6; 548
7; 532
8; 516
9; 504
10; 495
11; 483
12; 472
13; 462
14; 449
15; 440
0; 431
1; 427
2; 424
3; 421
4; 420
5; 419
6; 419
7; 420
8; 419
9; 420
10; 420
11; 422
12; 422
13; 419
14; 418
15; 415
0; 412
1; 411
2; 409
3; 411
4; 410
5; 410
6; 412
7; 414
8; 416
9; 419
10; 421
11; 425
12; 428
13; 430
14; 430
15; 431
0; 432
