0; 558
1; 557
2; 554
3; 550
4; 547
5; 544
6; 541
7; 540
8; 540
9; 543
10; 545
11; 550
12; 558
13; 564
14; 572
15; 576
0; 578
1; 578
2; 576
3; 573
4; 568
5; 564
6; 562
7; 560
8; 560
9; 559
10; 560
11; 563
12; 568
13; 575
14; 581
15; 586
0; 590
1; 590
2; 589
3; 585
4; 579
5; 575
6; 571
7; 566
8; 563
9; 560
10; 561
11; 562
12; 566
13; 569
14; 573
15; 578
0; 581
1; 583
2; 582
3; 578
4; 572
5; 566
6; 560
7; 554
8; 548
9; 543
10; 539
11; 538
12; 537
13; 539
14; 542
15; 543
0; 547
1; 546
2; 544
3; 540
4; 532
5; 525
6; 516
7; 507
8; 502
9; 495
10; 491
11; 487
12; 484
13; 483
14; 484
15; 486
0; 488
1; 489
2; 488
3; 484
4; 478
5; 471
6; 464
7; 457
8; 450
9; 445
10; 440
11; 435
12; 433
13; 431
14; 434
15; 438
0; 444
1; 449
2; 452
3; 455
4; 451
5; 447
6; 442
7; 435
8; 429
9; 424
10; 419
11; 416
12; 415
13; 415
14; 418
15; 423
0; 429
1; 434
2; 439
3; 442
4; 441
5; 440
6; 437
7; 433
8; 427
9; 423
10; 420
11; 417
12; 417
13; 416
14; 417
15; 420
0; 426
1; 433
2; 438
3; 442
4; 448
5; 448
6; 447
7; 444
8; 440
9; 435
10; 432
11; 431
12; 428
13; 429
14; 430
15; 432
0; 436
1; 442
2; 449
3; 454
4; 459
5; 461
6; 460
7; 458
8; 454
9; 448
10; 445
11; 442
12; 441
13; 440
14; 440
15; 443
0; 445
1; 450
2; 457
3; 463
4; 469
5; 473
6; 473
7; 472
8; 469
9; 466
10; 461
11; 457
12; 455
13; 452
14; 453
15; 452
0; 455
1; 457
2; 462
3; 468
4; 474
5; 478
6; 480
7; 481
8; 480
9; 476
10; 473
11; 470
12; 466
13; 466
14; 464
15; 465
0; 466
1; 467
2; 471
3; 475
4; 480
5; 486
6; 491
7; 494
8; 494
9; 494
10; 491
11; 487
12; 484
13; 480
14; 479
15; 478
0; 477
1; 479
2; 481
3; 486
4; 489
5; 493
6; 499
7; 502
8; 504
9; 502
10; 499
11; 496
12; 491
13; 487
14; 483
15; 480
0; 480
1; 478
2; 479
3; 482
4; 487
5; 494
6; 499
7; 504
8; 508
9; 508
10; 508
11; 505
12; 500
13; 498
14; 495
15; 492
0; 489
1; 489
2; 489
3; 489
4; 492
5; 496
6; 502
7; 508
8; 512
9; 513
10; 512
11; 509
12; 504
13; 499
14; 495
15; 492
0; 489
1; 490
2; 489
3; 494
4; 496
5; 499
6; 505
7; 510
8; 515
9; 517
10; 517
11; 514
12; 511
13; 506
14; 500
15; 496
0; 492
1; 488
2; 489
3; 488
4; 489
5; 492
6; 496
7; 503
8; 507
9; 511
10; 513
11; 511
12; 508
13; 504
14; 499
15; 495
0; 491
1; 489
2; 488
3; 487
4; 489
5; 491
6; 495
7; 500
8; 506
9; 511
10; 514
11; 518
12; 516
13; 514
14; 510
15; 504
0; 500
1; 497
2; 494
3; 493
4; 492
5; 494
6; 495
7; 500
8; 505
9; 510
10; 514
11; 516
12; 516
13; 514
14; 509
15; 506
0; 501
1; 497
2; 493
3; 489
4; 489
5; 489
6; 491
7; 493
8; 497
9; 504
10; 510
11; 514
12; 516
13; 515
14; 514
15; 510
0; 507
1; 502
2; 498
3; 496
4; 494
5; 493
6; 495
7; 496
8; 500
9; 505
10; 510
11; 515
12; 517
13; 518
14; 518
15; 514
0; 511
1; 504
2; 499
3; 497
4; 494
5; 496
6; 496
7; 497
8; 499
9; 502
10; 507
11; 512
12; 516
13; 518
14; 518
15; 517
0; 513
1; 509
2; 505
3; 502
4; 500
5; 497
6; 496
7; 495
8; 497
9; 499
10; 504
11; 509
12; 513
13; 517
14; 519
15; 520
0; 519
1; 515
2; 511
3; 506
4; 502
5; 500
6; 498
7; 497
8; 497
9; 498
10; 502
11; 507
12; 513
13; 518
14; 520
15; 524
0; 521
1; 518
2; 513
3; 508
4; 504
5; 500
6; 497
7; 496
8; 494
9; 496
10; 498
11; 503
12; 509
13; 513
14; 518
15; 520
0; 520
1; 518
2; 515
3; 512
4; 507
5; 504
6; 502
7; 501
8; 502
9; 503
10; 505
11; 508
12; 514
13; 522
14; 527
15; 532
0; 535
1; 536
2; 535
3; 531
4; 527
5; 524
6; 522
7; 523
8; 522
9; 522
10; 523
11; 524
12; 528
13; 531
14; 536
15; 540
0; 543
1; 543
2; 542
3; 539
4; 537
5; 534
6; 533
7; 533
8; 533
9; 535
10; 539
11; 542
12; 546
13; 551
14; 557
15; 561
0; 563
1; 566
2; 565
3; 564
4; 560
5; 557
6; 553
7; 550
8; 548
9; 546
10; 545
11; 543
12; 544
13; 545
14; 548
15; 554
0; 558
1; 561
2; 561
3; 558
4; 554
5; 547
6; 540
7; 535
8; 529
9; 527
10; 523
11; 520
12; 519
13; 518
14; 522
15; 526
0; 528
1; 531
2; 532
3; 532
4; 528
5; 521
6; 513
7; 506
8; 501
9; 495
10; 492
11; 490
12; 487
13; 487
14; 487
15; 491
0; 495
1; 498
2; 502
3; 503
4; 501
5; 499
6; 495
7; 489
8; 485
9; 481
10; 478
11; 475
12; 475
13; 475
14; 476
15; 479
0; 482
1; 487
2; 491
3; 494
4; 496
5; 496
6; 497
7; 494
8; 490
9; 486
10; 482
11; 481
12; 480
13; 478
14; 479
15; 480
0; 484
1; 487
2; 489
3; 493
4; 495
5; 496
6; 496
7; 494
