0; 499
1; 497
2; 499
3; 499
4; 499
5; 501
6; 502
7; 502
8; 502
9; 501
10; 502
11; 502
12; 501
13; 500
14; 499
15; 499
0; 499
1; 500
2; 499
3; 499
4; 500
5; 500
6; 502
7; 500
8; 499
9; 500
10; 500
11; 499
12; 499
13; 499
14; 502
15; 500
0; 499
1; 500
2; 500
3; 501
4; 500
5; 500
6; 502
7; 502
8; 504
9; 503
10; 504
11; 504
12; 504
13; 503
14; 501
15; 501
0; 499
1; 498
2; 498
3; 497
4; 498
5; 499
6; 500
7; 504
8; 504
9; 506
10; 506
11; 505
12; 507
13; 504
14; 505
15; 504
0; 501
1; 500
2; 498
3; 497
4; 496
5; 497
6; 498
7; 499
8; 501
9; 504
10; 506
11; 508
12; 509
13; 510
14; 511
15; 511
0; 511
1; 509
2; 504
3; 500
4; 497
5; 496
6; 497
7; 500
8; 503
9; 505
10; 509
11; 510
12; 509
13; 508
14; 508
15; 508
0; 508
1; 507
2; 509
3; 509
4; 509
5; 508
6; 508
7; 506
8; 506
9; 508
10; 506
11; 508
12; 509
13; 510
14; 512
15; 513
0; 514
1; 514
2; 513
3; 512
4; 510
5; 508
6; 505
7; 506
8; 507
9; 507
10; 508
11; 508
12; 508
13; 510
14; 510
15; 510
0; 509
1; 508
2; 508
3; 505
4; 504
5; 503
6; 501
7; 502
8; 502
9; 504
10; 506
11; 507
12; 509
13; 509
14; 509
15; 510
0; 509
1; 509
2; 508
3; 507
4; 507
5; 508
6; 508
7; 507
8; 509
9; 510
10; 510
11; 511
12; 511
13; 511
14; 510
15; 510
0; 511
1; 510
2; 508
3; 507
4; 505
5; 505
6; 504
7; 505
8; 506
9; 508
10; 512
11; 515
12; 519
13; 521
14; 521
15; 523
0; 521
1; 520
2; 519
3; 517
4; 517
5; 515
6; 513
7; 512
8; 510
9; 511
10; 511
11; 511
12; 511
13; 510
14; 510
15; 510
0; 511
1; 512
2; 512
3; 514
4; 516
5; 517
6; 518
7; 518
8; 519
9; 518
10; 518
11; 517
12; 517
13; 519
14; 519
